施設,全回答数,直近30日間の回答数,前の30日間の回答数,伸び率（対前月）,石川県の回答数順位,石川県の回答数順位(直近30日間),商品・サービス満足度,商品・サービス満足度(直近30日間),施設全体満足度,施設全体満足度(直近30日間),旅全体満足度,旅全体満足度(直近30日間),施設の推奨度,推奨者数,非推奨者数,NPS,推奨者数(直近30日間),非推奨者数(直近30日間),NPS(直近30日間),10代,20代,30代,40代,50代,60代,70代,80代,90代,100代,男性,女性,1泊,2泊,3泊,4泊以上,日帰り,自分ひとり,恋人,友人,夫婦2人,団体旅行,親戚,親,職場の同僚,小学生以下連れの家族,中学生以下連れの家族,高校生連れの家族,災害支援,宿でのんびり過ごす,温泉や露天風呂,地元の美味しいものを食べる,花見や紅葉などの自然鑑賞,名所、旧跡の観光,テーマパーク（遊園地、動物園、博物館など）,買い物、アウトレット,お祭りやイベントへの参加・見物,スポーツ観戦や芸能鑑賞（コンサート等）,アウトドア（海水浴、釣り、登山など）,まちあるき、都市散策,各種体験（手作り、果物狩りなど）,スキー・スノボ、マリンスポーツ,その他スポーツ（ゴルフ、テニスなど）,ドライブ・ツーリング,友人・親戚を尋ねる,出張など仕事関係,100万円未満,100万円以上 200万円未満,200万円以上 300万円未満,300万円以上 400万円未満,400万円以上 500万円未満,500万円以上 600万円未満,600万円以上 700万円未満,700万円以上 800万円未満,800万円以上 900万円未満,"900万円以上 1,000万円未満","1,000万円以上 1,200万円未満","1,200万円以上 1,500万円未満","1,500万円以上",北海道,青森県,岩手県,宮城県,秋田県,山形県,福島県,茨城県,栃木県,群馬県,埼玉県,千葉県,東京都,神奈川県,新潟県,富山県,石川県,福井県,山梨県,長野県,岐阜県,静岡県,愛知県,三重県,滋賀県,京都府,大阪府,兵庫県,奈良県,和歌山県,鳥取県,島根県,岡山県,広島県,山口県,徳島県,香川県,愛媛県,高知県,福岡県,佐賀県,長崎県,熊本県,大分県,宮崎県,鹿児島県,沖縄県
兼六駐車場,85,12,22,-0.4545454545,43,24,4.592105263,4.583333333,4.597402597,4.583333333,4.614457831,4.75,8.317647059,39,12,0.3176470588,8,0,0.6666666667,0.03529411765,0.1882352941,0.2588235294,0.1647058824,0.1882352941,0.1411764706,0.02352941176,0,0,0,0.3529411765,0.6235294118,0.3294117647,0.3058823529,0.1529411765,0.05882352941,0.1529411765,0.07058823529,0.07058823529,0.1176470588,0.1647058824,0.03529411765,0,0.1529411765,0.01176470588,0.1647058824,0,0,0,0.2352941176,0.2941176471,0.5411764706,0.2352941176,0,0,0,0.01176470588,0,0,0,0,0,0,0.1058823529,0,0.02352941176,0.04705882353,0.07058823529,0.07058823529,0.09411764706,0.1058823529,0.1176470588,0.1411764706,0.04705882353,0.03529411765,0.04705882353,0.1058823529,0.02352941176,0.09411764706,0.01176470588,0,0.01176470588,0,0.01176470588,0,0,0,0.03529411765,0.03529411765,0.1058823529,0.02352941176,0.1647058824,0.04705882353,0.02352941176,0.02352941176,0.07058823529,0,0,0.02352941176,0.01176470588,0.01176470588,0.1294117647,0.01176470588,0.02352941176,0.04705882353,0.04705882353,0.05882352941,0,0.01176470588,0,0,0.01176470588,0,0,0,0.01176470588,0,0,0.02352941176,0,0,0.01176470588,0,0,0,0
茜や,41,0,14,-1,74,79,4.8,,4.804878049,,4.756097561,,9.414634146,33,1,0.7804878049,0,0,,0,0.243902439,0.5853658537,0.09756097561,0.0487804878,0.0243902439,0,0,0,0,0.8536585366,0.1463414634,0.3902439024,0.4146341463,0.0487804878,0.0487804878,0.09756097561,0.3170731707,0.0243902439,0.6341463415,0,0,0,0,0,0,0,0,0,0.1219512195,0.2926829268,0.512195122,0.09756097561,0,0,0,0.1951219512,0,0,0,0,0,0,0.0487804878,0,0,0.0243902439,0,0.07317073171,0.3414634146,0.2926829268,0.1219512195,0,0.0243902439,0.0487804878,0,0.07317073171,0,0,0,0,0,0,0,0,0,0,0,0,0.07317073171,0.07317073171,0.1219512195,0.1219512195,0.0243902439,0.09756097561,0.07317073171,0,0,0.0243902439,0.0487804878,0.09756097561,0.0487804878,0,0.0487804878,0,0.1463414634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
夢ミルク館（ホリ牧場）,32,2,30,-0.9333333333,86,58,4.466666667,4.5,4.433333333,4.5,4.5,4.5,8.6875,16,1,0.46875,1,0,0.5,0,0.15625,0.34375,0.28125,0.1875,0.03125,0,0,0,0,0.28125,0.71875,0.375,0.21875,0.03125,0.0625,0.3125,0,0.09375,0.03125,0.28125,0,0,0.125,0,0.3125,0,0,0,0.46875,0.46875,0.53125,0.3125,0,0,0,0.0625,0,0,0,0,0,0,0.15625,0,0,0.03125,0.0625,0.0625,0.0625,0.1875,0.1875,0.09375,0.09375,0.0625,0,0.0625,0.03125,0.0625,0,0,0,0.03125,0,0,0,0,0,0,0.09375,0.03125,0.125,0.09375,0,0.03125,0.15625,0.03125,0,0,0.03125,0,0.0625,0,0,0,0.0625,0.03125,0,0,0,0,0.03125,0,0,0,0,0,0,0,0,0,0,0.09375,0.09375,0,0
小松空港,1277,83,100,-0.17,2,2,4.222936763,3.13253012,4.207430341,3.265060241,4.557142857,4.13253012,7.855912294,491,266,0.1761942052,31,15,0.1927710843,0.007830853563,0.1018010963,0.1879404855,0.2083007048,0.2654659358,0.1965544244,0.02897415818,0.003132341425,0,0,0.4667188724,0.5019577134,0.2638997651,0.3531714957,0.1495693031,0.147220047,0.08613938919,0.2654659358,0.05638214565,0.09710258418,0.2364917776,0.02584181676,0.0007830853563,0.07830853563,0.06342991386,0.08613938919,0.0125293657,0,0.0007830853563,0.1495693031,0.2317932655,0.5129209084,0.07361002349,0,0,0,0.05324980423,0,0,0,0,0,0,0.02897415818,0,0.1417384495,0.03680501175,0.03445575568,0.05794831637,0.08300704777,0.09788566954,0.1268598277,0.07909162099,0.07987470634,0.07517619421,0.07830853563,0.1166797181,0.06029757244,0.07361002349,0.07126076742,0.002349256069,0,0.001566170713,0.001566170713,0.0007830853563,0,0.01566170713,0.007047768207,0,0.03915426782,0.07204385278,0.2498042287,0.1534847298,0,0.03993735317,0.08613938919,0.05873140172,0.003132341425,0.003915426782,0.002349256069,0.007047768207,0.002349256069,0.001566170713,0.0007830853563,0.004698512138,0.007830853563,0.001566170713,0.002349256069,0.0007830853563,0.0007830853563,0.0007830853563,0.0007830853563,0.0007830853563,0.002349256069,0.001566170713,0.0007830853563,0.003132341425,0.001566170713,0.07830853563,0.01096319499,0.008613938919,0.01096319499,0.0007830853563,0.002349256069,0.00626468285,0.03132341425
ふれあい昆虫館,447,6,8,-0.25,9,38,4.561032864,4.666666667,4.58685446,4.666666667,4.607594937,4.333333333,8.510067114,243,51,0.4295302013,3,1,0.3333333333,0.002237136465,0.0581655481,0.3982102908,0.3758389262,0.1252796421,0.03355704698,0.006711409396,0,0,0,0.3646532438,0.6085011186,0.1655480984,0.1096196868,0.05592841163,0.0581655481,0.610738255,0.03355704698,0.02684563758,0.01789709172,0.0514541387,0.002237136465,0,0.03355704698,0.002237136465,0.744966443,0.04921700224,0,0,0.1029082774,0.1565995526,0.2639821029,0.09619686801,0,0,0,0.04921700224,0,0,0,0,0,0,0.04250559284,0,0.008948545861,0.02908277405,0.02460850112,0.05369127517,0.1006711409,0.1163310962,0.1722595078,0.1118568233,0.08948545861,0.08948545861,0.07382550336,0.07829977629,0.02460850112,0.03579418345,0.004474272931,0.002237136465,0,0.002237136465,0,0,0.006711409396,0,0,0.006711409396,0.01118568233,0.01565995526,0.04026845638,0.02237136465,0.004474272931,0.1029082774,0.5369127517,0.07606263982,0,0.01342281879,0.02013422819,0.008948545861,0.04697986577,0.002237136465,0.01342281879,0.004474272931,0.02460850112,0.01565995526,0.002237136465,0,0,0,0.004474272931,0.002237136465,0,0.002237136465,0,0,0,0.002237136465,0,0,0,0,0,0,0.004474272931
いしかわ動物園,359,3,25,-0.88,11,55,4.44200627,4.666666667,4.491071429,4.666666667,4.511811024,4.666666667,8.526462396,197,36,0.4484679666,1,1,0,0.008356545961,0.07520891365,0.3426183844,0.3259052925,0.1337047354,0.08077994429,0.0278551532,0.005571030641,0,0,0.3927576602,0.5933147632,0.2311977716,0.1142061281,0.0278551532,0.04456824513,0.5821727019,0.06128133705,0.1002785515,0.03064066852,0.08913649025,0.00278551532,0.00278551532,0.04456824513,0.005571030641,0.5682451253,0.04735376045,0,0,0.1058495822,0.1810584958,0.2729805014,0.04456824513,0,0,0,0.0139275766,0,0,0,0,0,0,0.03064066852,0,0.01114206128,0.03342618384,0.06963788301,0.06963788301,0.1281337047,0.1448467967,0.1309192201,0.09470752089,0.09192200557,0.05571030641,0.06128133705,0.06685236769,0.02228412256,0.03064066852,0.005571030641,0,0,0.00278551532,0.00278551532,0,0,0.005571030641,0,0.005571030641,0.01671309192,0.008356545961,0.04456824513,0.02506963788,0.0139275766,0.1253481894,0.3955431755,0.1643454039,0,0.00278551532,0.02228412256,0.005571030641,0.05292479109,0.008356545961,0.01114206128,0.008356545961,0.03899721448,0.01949860724,0,0,0.00278551532,0,0,0,0,0,0.00278551532,0.00278551532,0,0.00278551532,0,0,0,0.00278551532,0,0,0
航空プラザ,152,1,6,-0.8333333333,27,66,4.562043796,5,4.617021277,5,4.609090909,5,8.467105263,84,17,0.4407894737,1,0,1,0.01315789474,0.07236842105,0.3618421053,0.3092105263,0.1447368421,0.09868421053,0,0,0,0,0.3486842105,0.6118421053,0.2828947368,0.2171052632,0.09868421053,0.06578947368,0.3355263158,0.04605263158,0.02631578947,0.04605263158,0.08552631579,0.01315789474,0.006578947368,0.09210526316,0.006578947368,0.6184210526,0.01315789474,0,0,0.1973684211,0.25,0.3355263158,0.02631578947,0,0,0,0.05263157895,0,0,0,0,0,0,0.04605263158,0,0.01973684211,0.03289473684,0.04605263158,0.05263157895,0.1052631579,0.09868421053,0.1578947368,0.1052631579,0.1315789474,0.03947368421,0.05263157895,0.03947368421,0.07894736842,0.05921052632,0.006578947368,0,0,0,0,0,0.006578947368,0.006578947368,0.01315789474,0.01315789474,0,0.01315789474,0.05921052632,0.07236842105,0.006578947368,0.09868421053,0.2368421053,0.1052631579,0.006578947368,0.02631578947,0.02631578947,0.006578947368,0.01973684211,0.03289473684,0.03289473684,0.05263157895,0.1052631579,0.03289473684,0,0,0.006578947368,0,0,0.006578947368,0,0,0,0,0,0,0,0,0,0,0.006578947368,0,0
日本自動車博物館,89,10,11,-0.09090909091,41,28,4.518518519,4.2,4.517647059,4.7,4.619047619,4.8,8.370786517,47,12,0.393258427,7,1,0.6,0.04494382022,0.1235955056,0.2134831461,0.191011236,0.3258426966,0.07865168539,0.01123595506,0.01123595506,0,0,0.3820224719,0.606741573,0.3258426966,0.3370786517,0.05617977528,0.06741573034,0.2134831461,0.06741573034,0.1460674157,0.06741573034,0.1460674157,0.05617977528,0,0.08988764045,0.03370786517,0.2134831461,0.01123595506,0,0,0.2247191011,0.393258427,0.5280898876,0.05617977528,0,0,0,0.02247191011,0,0,0,0,0,0,0.1460674157,0,0.03370786517,0.03370786517,0.05617977528,0.04494382022,0.1348314607,0.08988764045,0.1011235955,0.05617977528,0.1235955056,0.08988764045,0.1348314607,0.06741573034,0.03370786517,0.03370786517,0.01123595506,0.01123595506,0,0.01123595506,0.01123595506,0,0,0.01123595506,0,0.01123595506,0.02247191011,0.05617977528,0.03370786517,0.06741573034,0.01123595506,0.03370786517,0.1011235955,0.07865168539,0,0.01123595506,0.02247191011,0.03370786517,0.1235955056,0.05617977528,0.06741573034,0.01123595506,0.07865168539,0.07865168539,0,0,0,0,0,0.01123595506,0,0,0,0,0,0.02247191011,0,0,0.01123595506,0,0,0,0
「安宅の関」こまつ勧進帳の里,82,0,2,-1,44,80,4.212121212,,4.263888889,,4.367346939,,7.743902439,31,19,0.1463414634,0,0,,0,0.07317073171,0.1585365854,0.2073170732,0.3536585366,0.1585365854,0.0487804878,0,0,0,0.3414634146,0.6463414634,0.3414634146,0.1829268293,0.03658536585,0.09756097561,0.3414634146,0.1097560976,0.0243902439,0.1219512195,0.2682926829,0,0,0.2317073171,0.0243902439,0.09756097561,0.0243902439,0,0,0.1097560976,0.3536585366,0.487804878,0.1219512195,0,0,0,0.06097560976,0,0,0,0,0,0,0.1341463415,0,0.0243902439,0.03658536585,0.03658536585,0.09756097561,0.1341463415,0.1585365854,0.1219512195,0.0243902439,0.08536585366,0.06097560976,0.07317073171,0.07317073171,0.0487804878,0.0487804878,0,0,0,0,0,0,0.01219512195,0.01219512195,0,0,0.0243902439,0.03658536585,0.07317073171,0.0487804878,0.01219512195,0.01219512195,0.4024390244,0.07317073171,0,0.0243902439,0,0,0.1219512195,0.0243902439,0.01219512195,0,0.07317073171,0.01219512195,0.01219512195,0,0,0,0,0,0,0,0,0,0,0,0,0.01219512195,0,0,0,0,0
那谷寺,47,6,14,-0.5714285714,67,39,4.441176471,3,4.511627907,4.5,4.545454545,4.666666667,8.595744681,23,4,0.4042553191,5,0,0.8333333333,0.04255319149,0.06382978723,0.1063829787,0.1489361702,0.4255319149,0.170212766,0.04255319149,0,0,0,0.2978723404,0.6808510638,0.2765957447,0.2127659574,0.08510638298,0.1489361702,0.2765957447,0.08510638298,0.04255319149,0.06382978723,0.4893617021,0,0,0.170212766,0,0.08510638298,0,0,0,0.2765957447,0.5319148936,0.4255319149,0.2978723404,0,0,0,0.02127659574,0,0,0,0,0,0,0.04255319149,0,0,0.06382978723,0.02127659574,0.06382978723,0.1276595745,0.2127659574,0.1063829787,0.1276595745,0.04255319149,0.06382978723,0.02127659574,0.08510638298,0.06382978723,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1276595745,0.04255319149,0.06382978723,0.06382978723,0.2340425532,0.1063829787,0,0,0,0.02127659574,0.06382978723,0,0,0.02127659574,0.08510638298,0.06382978723,0.04255319149,0.02127659574,0,0,0,0,0,0,0,0,0,0.02127659574,0.02127659574,0,0,0,0,0,0
加賀伝統工芸村　ゆのくにの森,281,21,9,1.333333333,13,15,4.507518797,4.666666667,4.505660377,4.619047619,4.612244898,4.666666667,8.163701068,134,44,0.3202846975,13,3,0.4761904762,0.0640569395,0.1387900356,0.2419928826,0.2775800712,0.1423487544,0.09608540925,0.03558718861,0.003558718861,0,0,0.3914590747,0.5800711744,0.4697508897,0.2633451957,0.04982206406,0.05693950178,0.1601423488,0.02135231317,0.03202846975,0.1245551601,0.1459074733,0.02491103203,0.003558718861,0.1708185053,0.007117437722,0.3167259786,0.02491103203,0,0,0.3487544484,0.4839857651,0.4341637011,0.07829181495,0,0,0,0.02846975089,0,0,0,0,0,0,0.01779359431,0,0.01067615658,0.04982206406,0.0462633452,0.05693950178,0.08540925267,0.1209964413,0.1067615658,0.1316725979,0.08540925267,0.05338078292,0.07829181495,0.08185053381,0.04270462633,0.06049822064,0.01067615658,0,0,0.003558718861,0,0,0,0.02846975089,0,0,0.02135231317,0.04270462633,0.08185053381,0.04270462633,0.01779359431,0.08896797153,0.1209964413,0.04982206406,0,0,0.03558718861,0.01067615658,0.1174377224,0.03202846975,0.0462633452,0.03914590747,0.07829181495,0.0640569395,0.03558718861,0.01779359431,0,0,0.003558718861,0.003558718861,0,0,0,0,0,0.007117437722,0,0,0,0,0,0,0
小松市観光交流センター Komatsu九,272,4,5,-0.2,14,47,4.393518519,3.5,4.381165919,3.5,4.511312217,4.5,7.981617647,113,51,0.2279411765,2,1,0.25,0.007352941176,0.09926470588,0.2022058824,0.2536764706,0.2830882353,0.1213235294,0.03308823529,0,0,0,0.3602941176,0.6102941176,0.2794117647,0.2830882353,0.125,0.09191176471,0.2205882353,0.3529411765,0.07352941176,0.09558823529,0.1691176471,0.01470588235,0,0.07720588235,0.03308823529,0.09926470588,0.007352941176,0,0,0.1286764706,0.2573529412,0.3786764706,0.03676470588,0,0,0,0.1176470588,0,0,0,0,0,0,0.02205882353,0,0.09926470588,0.04044117647,0.02573529412,0.06617647059,0.1213235294,0.09191176471,0.1360294118,0.08823529412,0.125,0.07352941176,0.05882352941,0.07352941176,0.03676470588,0.0625,0.02573529412,0,0,0,0,0.003676470588,0,0.01838235294,0.007352941176,0.003676470588,0.05514705882,0.02205882353,0.1544117647,0.09926470588,0.01102941176,0.01470588235,0.1029411765,0.03676470588,0.003676470588,0.01102941176,0.02205882353,0.003676470588,0.09191176471,0.01838235294,0.01838235294,0.03308823529,0.09191176471,0.0625,0.01102941176,0,0,0,0.01470588235,0.003676470588,0.003676470588,0.003676470588,0.003676470588,0.01102941176,0.003676470588,0.01102941176,0.003676470588,0,0,0,0.003676470588,0,0.01470588235
たちばな四季亭,205,10,6,0.6666666667,20,29,4.583333333,3.9,4.625,3.9,4.601226994,4.9,8.385365854,112,28,0.4097560976,8,0,0.8,0,0.0487804878,0.2585365854,0.1219512195,0.2195121951,0.2780487805,0.07317073171,0,0,0,0.3658536585,0.6048780488,0.6829268293,0.1951219512,0.08780487805,0.0243902439,0.009756097561,0.00487804878,0.06829268293,0.06829268293,0.4097560976,0,0.00487804878,0.1853658537,0.01463414634,0.09756097561,0.01463414634,0,0,0.7756097561,0.8146341463,0.712195122,0.09268292683,0,0,0,0,0,0,0,0,0,0,0.009756097561,0,0.01951219512,0.02926829268,0.05853658537,0.06341463415,0.07317073171,0.09756097561,0.1170731707,0.03414634146,0.09268292683,0.05365853659,0.0487804878,0.1609756098,0.03902439024,0.1317073171,0.01463414634,0,0,0,0,0.00487804878,0,0.01463414634,0,0,0.05365853659,0,0.08780487805,0.03902439024,0.00487804878,0.09268292683,0.1609756098,0.05853658537,0,0.00487804878,0.03414634146,0.02926829268,0.08780487805,0.00487804878,0.02926829268,0.05365853659,0.112195122,0.07804878049,0.009756097561,0.00487804878,0,0,0.00487804878,0.00487804878,0,0,0.00487804878,0,0,0,0,0,0,0,0,0.00487804878,0
湖畔の宿　森本,67,1,1,0,52,67,4.606557377,4,4.590163934,4,4.58490566,4,8.417910448,35,8,0.4029850746,0,0,0,0,0.1044776119,0.3432835821,0.1791044776,0.1940298507,0.1641791045,0.01492537313,0,0,0,0.3731343284,0.5820895522,0.7313432836,0.1641791045,0.08955223881,0.01492537313,0,0.01492537313,0.1343283582,0.08955223881,0.4179104478,0,0,0.1492537313,0.01492537313,0.1044776119,0,0,0,0.6417910448,0.8358208955,0.7164179104,0.1194029851,0,0,0,0,0,0,0,0,0,0,0.0447761194,0,0.02985074627,0.05970149254,0.02985074627,0.01492537313,0.1343283582,0.1194029851,0.1044776119,0.08955223881,0.1044776119,0.0447761194,0.02985074627,0.1343283582,0.08955223881,0.0447761194,0,0.01492537313,0,0.01492537313,0,0,0,0.01492537313,0,0.01492537313,0.01492537313,0.02985074627,0.08955223881,0.1194029851,0.01492537313,0.0447761194,0.1194029851,0.02985074627,0,0.02985074627,0,0,0.07462686567,0,0.02985074627,0.0447761194,0.2388059701,0.01492537313,0.02985074627,0,0,0,0,0,0,0.01492537313,0,0,0,0,0,0,0,0,0,0,0
ゆのくに天祥,217,43,49,-0.1224489796,18,6,4.575757576,4.395348837,4.60591133,4.627906977,4.647619048,4.627906977,8.649769585,122,20,0.4700460829,30,1,0.6744186047,0.01843317972,0.1843317972,0.2350230415,0.1889400922,0.1658986175,0.1705069124,0.03686635945,0,0,0,0.3824884793,0.6036866359,0.668202765,0.2442396313,0.04147465438,0.04147465438,0.004608294931,0.01382488479,0.07373271889,0.1244239631,0.2258064516,0.05069124424,0.004608294931,0.1751152074,0.04147465438,0.1751152074,0.009216589862,0,0,0.5714285714,0.797235023,0.6359447005,0.04608294931,0,0,0,0.01382488479,0,0,0,0,0,0,0.01843317972,0,0.03686635945,0.009216589862,0.02764976959,0.07373271889,0.1198156682,0.133640553,0.1428571429,0.08755760369,0.09677419355,0.06451612903,0.04608294931,0.09677419355,0.05069124424,0.05069124424,0.01843317972,0.004608294931,0.009216589862,0,0,0,0,0.01382488479,0,0.01382488479,0.04147465438,0.03686635945,0.1566820276,0.03686635945,0.01382488479,0.07373271889,0.06912442396,0.02764976959,0,0.009216589862,0.04608294931,0,0.1013824885,0.01382488479,0.03225806452,0.04608294931,0.07834101382,0.05529953917,0.01382488479,0.01382488479,0,0,0.004608294931,0.01382488479,0,0.009216589862,0.01382488479,0.004608294931,0,0.009216589862,0,0.009216589862,0,0,0.009216589862,0,0
変なホテル　小松駅前,63,1,3,-0.6666666667,54,68,4.444444444,5,4.566037736,5,4.395833333,0,8.428571429,33,6,0.4285714286,1,0,1,0,0.04761904762,0.1904761905,0.3650793651,0.2380952381,0.126984127,0.01587301587,0.01587301587,0,0,0.7301587302,0.1904761905,0.5873015873,0.2063492063,0.06349206349,0.1428571429,0,0.3968253968,0.04761904762,0.04761904762,0.07936507937,0.01587301587,0,0.03174603175,0.2063492063,0.06349206349,0.01587301587,0,0,0.09523809524,0.01587301587,0.1746031746,0.01587301587,0,0,0,0.06349206349,0,0,0,0,0,0,0,0,0.4761904762,0.01587301587,0.01587301587,0.03174603175,0.03174603175,0.07936507937,0.2063492063,0.07936507937,0.03174603175,0.126984127,0.06349206349,0.1904761905,0.09523809524,0.03174603175,0,0,0.01587301587,0,0,0,0,0.01587301587,0.04761904762,0,0.04761904762,0.04761904762,0.07936507937,0.09523809524,0.01587301587,0.04761904762,0.04761904762,0.07936507937,0,0,0.01587301587,0.01587301587,0.06349206349,0,0,0.1111111111,0.06349206349,0.09523809524,0.01587301587,0,0,0.01587301587,0,0.01587301587,0.01587301587,0,0,0,0,0.01587301587,0,0,0,0.01587301587,0,0,0
昭和湯治の宿 緑華苑,35,2,5,-0.6,79,59,4.5,4.5,4.53125,4.5,4.35483871,4.5,7.828571429,11,7,0.1142857143,1,0,0.5,0,0.05714285714,0.2,0.1714285714,0.2571428571,0.2571428571,0.02857142857,0.02857142857,0,0,0.4571428571,0.4857142857,0.3714285714,0.2571428571,0.1142857143,0,0.2571428571,0.1714285714,0.1428571429,0.02857142857,0.2857142857,0,0,0.08571428571,0,0.1714285714,0,0,0,0.3428571429,0.7714285714,0.4285714286,0.1142857143,0,0,0,0,0,0,0,0,0,0,0.02857142857,0,0.05714285714,0.02857142857,0,0.1714285714,0.08571428571,0.1428571429,0.05714285714,0.1142857143,0.02857142857,0.05714285714,0.08571428571,0.08571428571,0.02857142857,0.1142857143,0,0,0,0,0,0,0,0.05714285714,0.02857142857,0.05714285714,0,0,0.02857142857,0,0.02857142857,0.08571428571,0.2,0.1142857143,0,0.05714285714,0,0.08571428571,0,0,0.08571428571,0,0.1428571429,0,0,0.02857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
温泉めい想倶楽部　富士屋旅館,82,0,0,,45,81,4.366666667,,4.266666667,,4.533333333,,7.353658537,25,26,-0.01219512195,0,0,,0.01219512195,0.1219512195,0.3292682927,0.1463414634,0.2195121951,0.1097560976,0.03658536585,0.0243902439,0,0,0.4268292683,0.5731707317,0.6341463415,0.2804878049,0.06097560976,0.0243902439,0,0.0243902439,0.1829268293,0.09756097561,0.3170731707,0.0487804878,0,0.1219512195,0,0.1341463415,0.0243902439,0,0,0.5731707317,0.8414634146,0.6951219512,0.07317073171,0,0,0,0,0,0,0,0,0,0,0.01219512195,0,0,0.0243902439,0.0243902439,0.0487804878,0.09756097561,0.1707317073,0.1707317073,0.09756097561,0.06097560976,0.06097560976,0.1097560976,0.07317073171,0.0243902439,0.03658536585,0,0,0,0,0,0,0,0,0,0.01219512195,0.0487804878,0.06097560976,0.1097560976,0.03658536585,0,0.03658536585,0.1707317073,0.03658536585,0.01219512195,0.0243902439,0.06097560976,0.01219512195,0.08536585366,0.03658536585,0.01219512195,0.0243902439,0.1097560976,0.07317073171,0,0,0,0.01219512195,0.01219512195,0,0,0,0.01219512195,0,0,0,0,0,0,0,0,0,0
北陸自動車道　尼御前ＳＡ（下り）,48,3,0,,63,56,4.341463415,4,4.4,4.333333333,4.536585366,4,7.833333333,18,7,0.2291666667,1,0,0.3333333333,0.02083333333,0.08333333333,0.2291666667,0.2083333333,0.3125,0.125,0.02083333333,0,0,0,0.1875,0.75,0.375,0.2916666667,0.125,0.08333333333,0.125,0.1041666667,0.0625,0.0625,0.25,0.02083333333,0,0.08333333333,0.04166666667,0.1875,0.0625,0,0,0.1458333333,0.2291666667,0.5208333333,0.02083333333,0,0,0,0.02083333333,0,0,0,0,0,0,0.1041666667,0,0.0625,0,0.04166666667,0.0625,0.1875,0.1458333333,0.125,0.0625,0,0.0625,0.0625,0.2083333333,0.02083333333,0.02083333333,0.02083333333,0,0,0,0,0,0,0,0,0.02083333333,0.04166666667,0,0.02083333333,0.02083333333,0,0.125,0.02083333333,0.08333333333,0,0,0,0.02083333333,0.08333333333,0.08333333333,0.1041666667,0.04166666667,0.1458333333,0.08333333333,0.04166666667,0,0,0,0,0,0,0,0.02083333333,0.02083333333,0,0,0,0,0,0,0,0,0
白峰温泉総湯,55,2,5,-0.6,59,60,4.576923077,5,4.568627451,4.5,4.551020408,4.5,8.690909091,34,6,0.5090909091,2,0,1,0,0.07272727273,0.1636363636,0.1818181818,0.3636363636,0.2,0.01818181818,0,0,0,0.4909090909,0.4909090909,0.2363636364,0.1272727273,0.03636363636,0.01818181818,0.5818181818,0.1454545455,0.03636363636,0.2727272727,0.3090909091,0.03636363636,0,0.07272727273,0,0.09090909091,0,0,0,0.1636363636,0.7454545455,0.3454545455,0.05454545455,0,0,0,0.01818181818,0,0,0,0,0,0,0.05454545455,0,0.03636363636,0.03636363636,0.01818181818,0.05454545455,0.1272727273,0.1090909091,0.1272727273,0.09090909091,0.09090909091,0.1272727273,0.01818181818,0.1272727273,0.03636363636,0.03636363636,0.01818181818,0,0,0,0,0,0,0.01818181818,0,0.01818181818,0,0,0.05454545455,0.01818181818,0,0,0.3090909091,0.2727272727,0,0.01818181818,0.01818181818,0,0.07272727273,0,0.03636363636,0,0.07272727273,0.05454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01818181818,0
道の駅めぐみ白山,60,4,7,-0.4285714286,57,48,4.5,4.75,4.618181818,5,4.6,4.75,8.233333333,36,11,0.4166666667,3,0,0.75,0,0.1166666667,0.1833333333,0.2833333333,0.25,0.1333333333,0.03333333333,0,0,0,0.2833333333,0.65,0.2833333333,0.2166666667,0.06666666667,0.15,0.2833333333,0.2666666667,0.06666666667,0.01666666667,0.3,0,0,0.1,0,0.2,0.03333333333,0,0,0.1166666667,0.2333333333,0.4833333333,0.06666666667,0,0,0,0.1833333333,0,0,0,0,0,0,0.1333333333,0,0.05,0.06666666667,0.03333333333,0.1,0.1,0.1333333333,0.1333333333,0.1166666667,0.08333333333,0.08333333333,0.05,0.06666666667,0.01666666667,0.01666666667,0.03333333333,0,0,0.01666666667,0,0,0,0,0,0,0.01666666667,0.01666666667,0.08333333333,0.03333333333,0.01666666667,0.08333333333,0.1,0.03333333333,0,0,0.03333333333,0.06666666667,0.1333333333,0.03333333333,0.03333333333,0.01666666667,0.06666666667,0.06666666667,0,0,0.01666666667,0,0.03333333333,0.03333333333,0,0,0,0,0,0.01666666667,0,0,0,0.01666666667,0,0,0
