施設,全回答数,直近30日間の回答数,前の30日間の回答数,伸び率（対前月）,石川県の回答数順位,石川県の回答数順位(直近30日間),商品・サービス満足度,商品・サービス満足度(直近30日間),施設全体満足度,施設全体満足度(直近30日間),旅全体満足度,旅全体満足度(直近30日間),施設の推奨度,推奨者数,非推奨者数,NPS,推奨者数(直近30日間),非推奨者数(直近30日間),NPS(直近30日間),10代,20代,30代,40代,50代,60代,70代,80代,90代,100代,男性,女性,1泊,2泊,3泊,4泊以上,日帰り,自分ひとり,恋人,友人,夫婦2人,団体旅行,親戚,親,職場の同僚,小学生以下連れの家族,中学生以下連れの家族,高校生連れの家族,災害支援,宿でのんびり過ごす,温泉や露天風呂,地元の美味しいものを食べる,花見や紅葉などの自然鑑賞,名所、旧跡の観光,テーマパーク（遊園地、動物園、博物館など）,買い物、アウトレット,お祭りやイベントへの参加・見物,スポーツ観戦や芸能鑑賞（コンサート等）,アウトドア（海水浴、釣り、登山など）,まちあるき、都市散策,各種体験（手作り、果物狩りなど）,スキー・スノボ、マリンスポーツ,その他スポーツ（ゴルフ、テニスなど）,ドライブ・ツーリング,友人・親戚を尋ねる,出張など仕事関係,100万円未満,100万円以上 200万円未満,200万円以上 300万円未満,300万円以上 400万円未満,400万円以上 500万円未満,500万円以上 600万円未満,600万円以上 700万円未満,700万円以上 800万円未満,800万円以上 900万円未満,"900万円以上 1,000万円未満","1,000万円以上 1,200万円未満","1,200万円以上 1,500万円未満","1,500万円以上",北海道,青森県,岩手県,宮城県,秋田県,山形県,福島県,茨城県,栃木県,群馬県,埼玉県,千葉県,東京都,神奈川県,新潟県,富山県,石川県,福井県,山梨県,長野県,岐阜県,静岡県,愛知県,三重県,滋賀県,京都府,大阪府,兵庫県,奈良県,和歌山県,鳥取県,島根県,岡山県,広島県,山口県,徳島県,香川県,愛媛県,高知県,福岡県,佐賀県,長崎県,熊本県,大分県,宮崎県,鹿児島県,沖縄県
ホテルマイステイズプレミア金沢,94,4,4,0,39,45,4.534883721,4.25,4.552941176,4.25,4.666666667,4.5,8.340425532,49,16,0.3510638298,1,0,0.25,0.03191489362,0.1489361702,0.2021276596,0.2021276596,0.2765957447,0.1170212766,0.02127659574,0,0,0,0.4893617021,0.5,0.4255319149,0.3510638298,0.05319148936,0.170212766,0,0.07446808511,0.06382978723,0.07446808511,0.09574468085,0.01063829787,0,0.2340425532,0.06382978723,0.1808510638,0.1170212766,0,0,0.2340425532,0.2021276596,0.6276595745,0.1063829787,0,0,0,0.03191489362,0,0,0,0,0,0,0.02127659574,0,0.08510638298,0.04255319149,0.02127659574,0.1170212766,0.09574468085,0.08510638298,0.1170212766,0.07446808511,0.1170212766,0.03191489362,0.08510638298,0.1595744681,0.03191489362,0.02127659574,0.02127659574,0,0,0.01063829787,0,0,0,0.02127659574,0,0.01063829787,0.03191489362,0.08510638298,0.2127659574,0.1170212766,0.01063829787,0.01063829787,0.05319148936,0,0.01063829787,0.05319148936,0.02127659574,0.01063829787,0.04255319149,0,0.02127659574,0.03191489362,0.09574468085,0.03191489362,0.01063829787,0,0,0,0.02127659574,0.01063829787,0,0,0,0,0,0.02127659574,0,0.01063829787,0,0,0,0,0.02127659574
チサンバジェット金沢駅前,206,0,0,,19,71,4.136363636,,4.176100629,,4.432989691,,7.305825243,65,64,0.004854368932,0,0,,0.004854368932,0.09708737864,0.2038834951,0.1893203883,0.3689320388,0.1067961165,0.02912621359,0,0,0,0.5922330097,0.3834951456,0.3640776699,0.2766990291,0.1310679612,0.2233009709,0.004854368932,0.4514563107,0.04854368932,0.07281553398,0.08737864078,0.02427184466,0,0.03398058252,0.2087378641,0,0.004854368932,0,0,0.07766990291,0.06310679612,0.3689320388,0.03398058252,0,0,0,0.02427184466,0,0,0,0,0,0,0.004854368932,0,0.427184466,0.02427184466,0.03398058252,0.09223300971,0.1019417476,0.1310679612,0.09223300971,0.09708737864,0.1067961165,0.08252427184,0.1116504854,0.08252427184,0.01941747573,0.02427184466,0.01941747573,0,0,0.004854368932,0.0145631068,0.004854368932,0.009708737864,0.01941747573,0,0.004854368932,0.03883495146,0.05339805825,0.1650485437,0.08737864078,0.04854368932,0.02427184466,0.05825242718,0.0145631068,0,0.02912621359,0,0.0145631068,0.04854368932,0.004854368932,0.004854368932,0.05825242718,0.1019417476,0.01941747573,0.0145631068,0.004854368932,0.004854368932,0.004854368932,0.009708737864,0.03398058252,0,0,0.0145631068,0.004854368932,0,0.0145631068,0.009708737864,0.009708737864,0.01941747573,0,0,0.004854368932,0
トリフィートホテル&ポッド金沢百万石通,110,3,0,,36,52,4.398058252,4.333333333,4.460784314,4.666666667,4.547945205,4.666666667,8.454545455,55,9,0.4181818182,1,0,0.3333333333,0,0.1090909091,0.1818181818,0.1454545455,0.3727272727,0.1727272727,0.01818181818,0,0,0,0.4818181818,0.5181818182,0.4181818182,0.3545454545,0.07272727273,0.1545454545,0,0.5818181818,0.009090909091,0.1636363636,0.05454545455,0.009090909091,0,0.02727272727,0.04545454545,0,0.01818181818,0,0,0.1181818182,0.1090909091,0.5909090909,0.09090909091,0,0,0,0.009090909091,0,0,0,0,0,0,0.009090909091,0,0.1454545455,0.07272727273,0.05454545455,0.04545454545,0.1272727273,0.1181818182,0.08181818182,0.07272727273,0.08181818182,0.08181818182,0.03636363636,0.06363636364,0.07272727273,0.09090909091,0.01818181818,0,0,0,0.009090909091,0,0,0.03636363636,0.009090909091,0.009090909091,0.02727272727,0.04545454545,0.2090909091,0.08181818182,0.009090909091,0.01818181818,0.04545454545,0.02727272727,0.009090909091,0.03636363636,0,0,0.1272727273,0.009090909091,0,0.02727272727,0.1272727273,0.05454545455,0,0,0,0,0,0,0.009090909091,0,0,0,0,0.02727272727,0,0.009090909091,0.01818181818,0,0,0,0
金沢東急ホテル,40,5,0,,75,43,4.65,5,4.65,5,4.7,5,8.775,24,4,0.5,5,0,1,0.025,0.125,0.175,0.275,0.3,0.075,0.025,0,0,0,0.375,0.575,0.5,0.225,0.175,0.025,0.075,0.1,0.05,0.125,0.325,0,0,0.15,0,0.1,0.025,0,0,0.325,0.05,0.75,0.125,0,0,0,0,0,0,0,0,0,0,0.075,0,0.025,0,0.025,0.075,0.075,0.125,0.05,0.075,0.075,0.075,0.05,0.2,0.075,0.1,0.025,0,0,0,0,0,0,0.025,0,0,0,0,0.25,0.15,0,0,0.3,0,0,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KOKOHOTEL Premier 金沢香林坊,632,9,10,-0.1,6,30,4.473776224,4.111111111,4.48,4.111111111,4.560344828,4.444444444,8.409810127,340,73,0.4224683544,5,1,0.4444444444,0.003164556962,0.1471518987,0.1471518987,0.1708860759,0.3006329114,0.1977848101,0.03164556962,0.001582278481,0,0,0.503164557,0.4905063291,0.4082278481,0.3370253165,0.1202531646,0.1313291139,0.003164556962,0.2515822785,0.1518987342,0.08544303797,0.2721518987,0.01107594937,0,0.04746835443,0.07120253165,0.02373417722,0.006329113924,0,0.004746835443,0.1787974684,0.07436708861,0.6075949367,0.0664556962,0,0,0,0.03481012658,0,0,0,0,0,0,0.01740506329,0,0.1993670886,0.02848101266,0.02373417722,0.06803797468,0.09018987342,0.1075949367,0.1202531646,0.0996835443,0.09018987342,0.05379746835,0.05537974684,0.1091772152,0.08227848101,0.07120253165,0.0253164557,0.003164556962,0.003164556962,0.01107594937,0.004746835443,0.004746835443,0.007911392405,0.01740506329,0.01424050633,0.009493670886,0.02373417722,0.04272151899,0.1598101266,0.08386075949,0.01898734177,0.02689873418,0.04588607595,0.02373417722,0.006329113924,0.01582278481,0.02215189873,0.0253164557,0.0917721519,0.01107594937,0.02689873418,0.04272151899,0.08386075949,0.04588607595,0.007911392405,0.004746835443,0.007911392405,0.001582278481,0.007911392405,0.009493670886,0.003164556962,0.004746835443,0.004746835443,0.006329113924,0.003164556962,0.02215189873,0.001582278481,0.004746835443,0.001582278481,0.001582278481,0.003164556962,0,0.004746835443
ホテルウィングインターナショナルプレミアム金沢駅前,191,0,0,,21,72,4.454022989,,4.416666667,,4.511450382,,8.22513089,86,23,0.3298429319,0,0,,0,0.1727748691,0.277486911,0.1308900524,0.2513089005,0.1465968586,0.02094240838,0,0,0,0.4607329843,0.5130890052,0.4764397906,0.277486911,0.1047120419,0.1151832461,0.02617801047,0.3141361257,0.1465968586,0.08376963351,0.2094240838,0.005235602094,0,0.04712041885,0.08376963351,0.06282722513,0,0,0,0.1727748691,0.06282722513,0.5497382199,0.06282722513,0,0,0,0.04712041885,0,0,0,0,0,0,0.01047120419,0,0.2094240838,0,0.03141361257,0.02094240838,0.1047120419,0.1308900524,0.1413612565,0.0890052356,0.109947644,0.05759162304,0.05759162304,0.1465968586,0.04188481675,0.06806282723,0.01047120419,0,0,0.01047120419,0,0.005235602094,0.005235602094,0.01047120419,0.01047120419,0.01047120419,0.06282722513,0.02617801047,0.1989528796,0.07329842932,0.03141361257,0.05759162304,0.05235602094,0,0,0.01570680628,0.03141361257,0.02094240838,0.08376963351,0.01047120419,0.03141361257,0.04188481675,0.08376963351,0.04712041885,0.01570680628,0.005235602094,0,0,0,0.01047120419,0,0,0,0.005235602094,0.005235602094,0.02617801047,0,0,0,0,0,0,0
石川県森林公園三国山キャンプ場,42,0,0,,71,73,4.642857143,,4.8,,4.652173913,,8.952380952,30,3,0.6428571429,0,0,,0,0.04761904762,0.1428571429,0.2380952381,0.3571428571,0.1904761905,0.02380952381,0,0,0,0.7619047619,0.2380952381,0.8333333333,0.1428571429,0,0,0.02380952381,0.6666666667,0.04761904762,0.02380952381,0.09523809524,0,0,0.02380952381,0,0.04761904762,0.04761904762,0,0,0.1428571429,0.04761904762,0.09523809524,0.04761904762,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02380952381,0.02380952381,0.04761904762,0.1666666667,0.1904761905,0.119047619,0.02380952381,0.119047619,0.07142857143,0.119047619,0.04761904762,0.02380952381,0.02380952381,0,0,0,0,0,0,0,0,0,0,0.02380952381,0,0.02380952381,0,0.02380952381,0.2142857143,0.6428571429,0.02380952381,0,0,0,0,0,0.02380952381,0,0,0.02380952381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ホテルルートイン金沢駅前,34,1,1,0,81,64,4.230769231,5,4.4,5,4.36,4,7.470588235,12,11,0.02941176471,0,0,0,0,0.1176470588,0.05882352941,0.2058823529,0.4117647059,0.2058823529,0,0,0,0,0.4411764706,0.5588235294,0.4117647059,0.3823529412,0.08823529412,0.08823529412,0.02941176471,0.2058823529,0.02941176471,0.08823529412,0.1176470588,0,0,0.1176470588,0.2058823529,0.1470588235,0,0,0,0.05882352941,0.05882352941,0.3235294118,0.05882352941,0,0,0,0.05882352941,0,0,0,0,0,0,0,0,0.2941176471,0.08823529412,0.02941176471,0.02941176471,0.1470588235,0.02941176471,0.1470588235,0.1470588235,0.02941176471,0.02941176471,0.05882352941,0.08823529412,0.1176470588,0.05882352941,0,0,0,0,0,0,0,0,0,0,0.02941176471,0.05882352941,0.2352941176,0,0.02941176471,0,0,0.02941176471,0,0.02941176471,0,0.02941176471,0.1176470588,0.05882352941,0,0.02941176471,0.1176470588,0.05882352941,0.02941176471,0,0,0,0.08823529412,0,0,0,0,0,0,0.02941176471,0,0,0,0,0,0.02941176471,0
アパホテル〈金沢駅前〉,34,0,1,-1,82,74,4.5,,4.322580645,,4.5,,8.235294118,16,5,0.3235294118,0,0,,0,0.1176470588,0.2058823529,0.1176470588,0.3823529412,0.08823529412,0.08823529412,0,0,0,0.4117647059,0.5882352941,0.4411764706,0.2647058824,0.1176470588,0.1470588235,0.02941176471,0.4117647059,0.08823529412,0.1470588235,0.1176470588,0.02941176471,0,0.05882352941,0.08823529412,0,0,0,0,0.2058823529,0.08823529412,0.6176470588,0,0,0,0,0.02941176471,0,0,0,0,0,0,0.02941176471,0,0.1764705882,0.02941176471,0.02941176471,0.1470588235,0.1470588235,0.1176470588,0.08823529412,0.1764705882,0.05882352941,0.02941176471,0.08823529412,0,0.05882352941,0.02941176471,0,0,0,0,0,0,0.05882352941,0,0,0,0.05882352941,0,0.2058823529,0.08823529412,0,0.02941176471,0.08823529412,0,0,0,0.02941176471,0,0.2058823529,0,0,0,0.1176470588,0.02941176471,0,0,0.02941176471,0.02941176471,0,0,0,0,0,0,0,0.02941176471,0,0,0,0,0,0,0
尾山神社,478,23,26,-0.1153846154,8,14,4.46300716,4.217391304,4.459459459,4.434782609,4.629310345,4.434782609,8.420502092,240,52,0.3933054393,11,3,0.347826087,0.006276150628,0.09414225941,0.1631799163,0.1861924686,0.3158995816,0.2008368201,0.03138075314,0.002092050209,0,0,0.309623431,0.6778242678,0.3786610879,0.3556485356,0.09205020921,0.06276150628,0.1108786611,0.1966527197,0.06485355649,0.1464435146,0.2615062762,0.01464435146,0,0.1380753138,0.01882845188,0.04184100418,0.008368200837,0,0,0.129707113,0.1527196653,0.6882845188,0.09623430962,0,0,0,0.0230125523,0,0,0,0,0,0,0.02092050209,0,0.05439330544,0.03974895397,0.05230125523,0.05648535565,0.1150627615,0.1464435146,0.1255230126,0.0690376569,0.08786610879,0.06694560669,0.03974895397,0.1087866109,0.05020920502,0.04184100418,0.01464435146,0.004184100418,0.004184100418,0.006276150628,0.004184100418,0.002092050209,0.002092050209,0.02092050209,0.01255230126,0.01046025105,0.06485355649,0.03556485356,0.1987447699,0.08577405858,0.01882845188,0.02719665272,0.0460251046,0.008368200837,0.002092050209,0.01882845188,0.01046025105,0.03556485356,0.08158995816,0.01673640167,0.02510460251,0.03347280335,0.07531380753,0.04393305439,0.01464435146,0,0.004184100418,0,0.008368200837,0.004184100418,0,0,0.006276150628,0.004184100418,0.002092050209,0.0230125523,0.004184100418,0.004184100418,0.008368200837,0,0.002092050209,0.002092050209,0.002092050209
安江金箔工芸館,41,0,7,-1,73,75,4.428571429,,4.486486486,,4.56097561,,8.048780488,20,7,0.3170731707,0,0,,0,0.1707317073,0.2195121951,0.1707317073,0.2195121951,0.1707317073,0.0487804878,0,0,0,0.2926829268,0.6585365854,0.243902439,0.487804878,0.1463414634,0.0487804878,0.07317073171,0.07317073171,0.07317073171,0.1951219512,0.3658536585,0.0243902439,0,0.1219512195,0,0,0,0,0,0.1219512195,0.0487804878,0.6097560976,0.0487804878,0,0,0,0.0487804878,0,0,0,0,0,0,0,0,0,0,0.09756097561,0.1219512195,0.07317073171,0.1707317073,0.07317073171,0.09756097561,0.1463414634,0.07317073171,0.0487804878,0.0487804878,0.0487804878,0,0,0.0243902439,0,0.0487804878,0.0243902439,0,0,0,0,0,0.09756097561,0.1219512195,0.1219512195,0.09756097561,0.0243902439,0,0.0243902439,0,0,0.0243902439,0,0,0.0487804878,0.0243902439,0,0.0243902439,0.1707317073,0.0487804878,0,0,0.0487804878,0,0.0243902439,0,0,0,0,0,0,0,0,0,0,0,0,0,0
スーパーホテルPremier金沢駅東口,153,10,10,0,26,27,4.510638298,4.6,4.507142857,4.7,4.527027027,4.7,8.31372549,78,18,0.3921568627,4,0,0.4,0.01960784314,0.1503267974,0.1830065359,0.1895424837,0.2483660131,0.1764705882,0.02614379085,0.006535947712,0,0,0.431372549,0.5555555556,0.4248366013,0.4183006536,0.1045751634,0.0522875817,0,0.1960784314,0.0522875817,0.09150326797,0.2091503268,0.006535947712,0,0.07189542484,0.1503267974,0.0522875817,0.04575163399,0,0,0.1633986928,0.2352941176,0.5490196078,0.09150326797,0,0,0,0.02614379085,0,0,0,0,0,0,0.01960784314,0,0.2352941176,0.03921568627,0.04575163399,0.04575163399,0.1111111111,0.1045751634,0.1633986928,0.1111111111,0.05882352941,0.09150326797,0.05882352941,0.09803921569,0.03267973856,0.03921568627,0.01307189542,0,0.006535947712,0.01960784314,0,0,0,0.006535947712,0.03267973856,0.006535947712,0.05882352941,0.05882352941,0.1895424837,0.05882352941,0.02614379085,0.01960784314,0.006535947712,0.006535947712,0,0.01960784314,0.01307189542,0.04575163399,0.09803921569,0.006535947712,0.006535947712,0.06535947712,0.07843137255,0.04575163399,0.01960784314,0.006535947712,0.006535947712,0,0,0,0,0,0.01307189542,0,0,0.01307189542,0.01307189542,0,0.01307189542,0.01307189542,0,0.01307189542,0
ＨＯＴＥＬ金沢　兼六荘,85,3,2,0.5,42,53,4.473684211,4.666666667,4.394736842,4.666666667,4.419753086,4.333333333,7.635294118,32,20,0.1411764706,2,1,0.3333333333,0,0.05882352941,0.1294117647,0.07058823529,0.2941176471,0.2823529412,0.1647058824,0,0,0,0.5176470588,0.4705882353,0.3647058824,0.3764705882,0.1294117647,0.1176470588,0.01176470588,0.2117647059,0.01176470588,0.03529411765,0.4,0.01176470588,0,0.08235294118,0.05882352941,0.01176470588,0.03529411765,0,0,0.1294117647,0.03529411765,0.5294117647,0.1176470588,0,0,0,0.03529411765,0,0,0,0,0,0,0.02352941176,0,0.1411764706,0.02352941176,0.02352941176,0.1529411765,0.1647058824,0.1294117647,0.1058823529,0.05882352941,0.07058823529,0.07058823529,0.05882352941,0.08235294118,0.03529411765,0.02352941176,0,0.01176470588,0,0.01176470588,0,0.03529411765,0.01176470588,0,0.01176470588,0,0,0.04705882353,0.1647058824,0.04705882353,0.03529411765,0.03529411765,0.02352941176,0,0,0.02352941176,0.02352941176,0.04705882353,0.1176470588,0.01176470588,0.02352941176,0.02352941176,0.08235294118,0.09411764706,0.02352941176,0.01176470588,0,0,0.02352941176,0.02352941176,0,0,0,0.02352941176,0,0,0,0,0,0,0,0.01176470588,0
金沢マンテンホテル駅前,47,0,0,,66,76,4.35,,4.404761905,,4.456521739,,7.85106383,13,7,0.1276595745,0,0,,0.02127659574,0.1276595745,0.08510638298,0.1063829787,0.2765957447,0.3617021277,0.02127659574,0,0,0,0.4468085106,0.5319148936,0.4893617021,0.3404255319,0.1063829787,0.06382978723,0,0.3191489362,0.1276595745,0.1063829787,0.2340425532,0,0,0.06382978723,0.06382978723,0.04255319149,0,0,0,0.1489361702,0.2340425532,0.4680851064,0.08510638298,0,0,0,0.08510638298,0,0,0,0,0,0,0,0,0.2553191489,0.04255319149,0.02127659574,0.04255319149,0.02127659574,0.1914893617,0.1063829787,0.1276595745,0.02127659574,0.06382978723,0.1063829787,0.170212766,0.04255319149,0.04255319149,0.06382978723,0,0,0,0,0,0,0.04255319149,0,0,0.04255319149,0.08510638298,0.1489361702,0.08510638298,0.02127659574,0,0.06382978723,0,0,0.06382978723,0.02127659574,0,0.1276595745,0,0,0.04255319149,0.1063829787,0,0.02127659574,0,0,0,0.02127659574,0,0,0,0,0,0,0,0,0,0.02127659574,0,0,0.02127659574,0
ホテルマイステイズ金沢キャッスル,60,0,0,,56,77,4.283018868,,4.296296296,,4.543859649,,7.633333333,22,16,0.1,0,0,,0.01666666667,0.2833333333,0.2666666667,0.1333333333,0.15,0.15,0,0,0,0,0.2666666667,0.7,0.4333333333,0.45,0.08333333333,0.03333333333,0,0.06666666667,0.2,0.2,0.25,0.03333333333,0,0.06666666667,0.06666666667,0.06666666667,0.03333333333,0,0,0.15,0.05,0.65,0,0,0,0,0.03333333333,0,0,0,0,0,0,0.01666666667,0,0.1166666667,0.06666666667,0.06666666667,0.1,0.1166666667,0.1166666667,0.1833333333,0.03333333333,0.1166666667,0.01666666667,0.05,0.06666666667,0.01666666667,0.05,0,0,0,0,0,0,0,0.01666666667,0,0,0.1166666667,0.05,0.1833333333,0.03333333333,0.03333333333,0.06666666667,0.01666666667,0,0,0,0,0,0.1,0.01666666667,0.01666666667,0.03333333333,0.08333333333,0.08333333333,0.03333333333,0,0.01666666667,0,0,0.01666666667,0,0,0,0.01666666667,0,0,0,0,0.01666666667,0,0.01666666667,0.03333333333,0
金沢蓄音器館,61,4,2,1,55,46,4.672413793,3.5,4.627118644,4.5,4.666666667,4.75,8.704918033,36,3,0.5409836066,2,0,0.5,0,0.1475409836,0.2786885246,0.1639344262,0.262295082,0.1147540984,0.03278688525,0,0,0,0.4098360656,0.5737704918,0.2295081967,0.2950819672,0.1967213115,0.08196721311,0.1967213115,0.3114754098,0.06557377049,0.1147540984,0.2295081967,0,0,0.06557377049,0.01639344262,0.04918032787,0,0,0,0.1803278689,0.1147540984,0.6885245902,0.09836065574,0,0,0,0.04918032787,0,0,0,0,0,0,0.01639344262,0,0.04918032787,0.06557377049,0.01639344262,0.09836065574,0.08196721311,0.2131147541,0.1803278689,0.08196721311,0.06557377049,0.01639344262,0.01639344262,0.09836065574,0.04918032787,0.01639344262,0.03278688525,0,0,0.01639344262,0,0,0,0.03278688525,0,0.01639344262,0.09836065574,0.04918032787,0.1967213115,0.06557377049,0,0.01639344262,0.09836065574,0.08196721311,0,0.01639344262,0,0.03278688525,0.03278688525,0.04918032787,0,0.03278688525,0.01639344262,0.04918032787,0.01639344262,0,0,0.01639344262,0.01639344262,0.01639344262,0,0,0,0,0,0,0,0,0,0,0,0,0
石川県観光物産館,138,13,16,-0.1875,28,22,4.515873016,3.692307692,4.484375,4,4.631578947,4.769230769,8.347826087,67,16,0.3695652174,6,1,0.3846153846,0.05072463768,0.1739130435,0.2028985507,0.2391304348,0.1884057971,0.1231884058,0.02173913043,0,0,0,0.2608695652,0.7246376812,0.4057971014,0.3115942029,0.1086956522,0.04347826087,0.1304347826,0.05072463768,0.05072463768,0.1304347826,0.152173913,0.02173913043,0,0.1739130435,0.03623188406,0.1449275362,0.007246376812,0.007246376812,0,0.1449275362,0.1884057971,0.7173913043,0.1014492754,0,0,0,0.02898550725,0,0,0,0,0,0,0.03623188406,0,0.03623188406,0.05797101449,0.02173913043,0.05797101449,0.1014492754,0.1231884058,0.1594202899,0.05072463768,0.05072463768,0.1231884058,0.07971014493,0.07971014493,0.02173913043,0.07246376812,0.02173913043,0.007246376812,0,0,0,0.007246376812,0.007246376812,0.007246376812,0.01449275362,0.007246376812,0.09420289855,0.07971014493,0.1811594203,0.0652173913,0,0.04347826087,0.04347826087,0.02898550725,0,0.05072463768,0.02173913043,0.02173913043,0.05072463768,0.007246376812,0.007246376812,0.01449275362,0.03623188406,0.07246376812,0.007246376812,0.007246376812,0,0,0.02173913043,0.007246376812,0,0,0.01449275362,0.007246376812,0,0.03623188406,0,0,0,0,0,0.007246376812,0
眠音ホテル,31,1,1,0,88,65,4.466666667,5,4.483870968,5,4.612903226,4,8.548387097,14,2,0.3870967742,0,0,0,0,0.1935483871,0.1290322581,0.1935483871,0.3870967742,0.06451612903,0.03225806452,0,0,0,0.4516129032,0.5483870968,0.3548387097,0.3225806452,0.1612903226,0.1612903226,0,0,0.03225806452,0.3548387097,0.1290322581,0,0,0.06451612903,0,0.2580645161,0.03225806452,0,0,0.2903225806,0.06451612903,0.7096774194,0.06451612903,0,0,0,0.03225806452,0,0,0,0,0,0,0,0,0,0,0,0.09677419355,0.09677419355,0.1612903226,0.1612903226,0.1290322581,0.06451612903,0.09677419355,0.03225806452,0.09677419355,0.03225806452,0.03225806452,0.03225806452,0,0,0,0,0,0,0,0,0,0.03225806452,0.06451612903,0.09677419355,0.06451612903,0.03225806452,0.03225806452,0,0,0,0.03225806452,0.06451612903,0.06451612903,0.09677419355,0,0.03225806452,0,0.1612903226,0,0,0,0,0,0,0.03225806452,0,0,0,0,0,0,0.03225806452,0,0,0,0,0,0.1290322581
屋内木育施設 もりのひみつきち,90,6,4,0.5,40,37,4.554216867,4.333333333,4.534883721,4.333333333,4.435294118,4,8.733333333,58,9,0.5444444444,4,1,0.5,0,0.05555555556,0.4666666667,0.3888888889,0.03333333333,0.04444444444,0.01111111111,0,0,0,0.2222222222,0.7555555556,0.1666666667,0.04444444444,0.04444444444,0.04444444444,0.7,0.02222222222,0,0.02222222222,0,0,0,0.01111111111,0,0.9222222222,0,0,0,0.2,0.1777777778,0.2444444444,0.03333333333,0,0,0,0.03333333333,0,0,0,0,0,0,0.03333333333,0,0,0.03333333333,0.03333333333,0.01111111111,0.07777777778,0.05555555556,0.1888888889,0.1333333333,0.1444444444,0.05555555556,0.05555555556,0.1111111111,0.06666666667,0.03333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.02222222222,0.03333333333,0,0.2555555556,0.5555555556,0.04444444444,0,0.01111111111,0.01111111111,0,0,0,0.01111111111,0,0.02222222222,0.01111111111,0.01111111111,0,0,0,0,0,0,0,0,0,0,0.01111111111,0,0,0,0,0,0,0
金沢国際ホテル,36,32,0,,77,9,4.433333333,3.5625,4.333333333,3.46875,4.4,4.21875,7.361111111,10,10,0,7,10,-0.09375,0.02777777778,0.1111111111,0.1388888889,0.2777777778,0.3333333333,0.1111111111,0,0,0,0,0.5,0.4444444444,0.5,0.1944444444,0.08333333333,0.1666666667,0.05555555556,0.1666666667,0.05555555556,0.02777777778,0.1111111111,0,0,0,0.02777777778,0.1666666667,0,0,0,0.3333333333,0.1111111111,0.3888888889,0,0,0,0,0.05555555556,0,0,0,0,0,0,0,0,0.1111111111,0.02777777778,0,0.02777777778,0.1111111111,0.1111111111,0.1944444444,0,0.1111111111,0.02777777778,0.1111111111,0.1111111111,0.08333333333,0.08333333333,0,0,0,0.02777777778,0,0,0,0,0,0,0,0.02777777778,0.08333333333,0.05555555556,0.02777777778,0.02777777778,0.1666666667,0.02777777778,0,0.2222222222,0,0.02777777778,0.05555555556,0.05555555556,0,0,0.05555555556,0.02777777778,0.02777777778,0,0,0,0,0.02777777778,0,0,0,0,0,0.02777777778,0,0,0,0,0,0,0.02777777778
金沢港クルーズターミナル,48,0,0,,62,78,4.135135135,,4.348837209,,4.590909091,,7.458333333,14,12,0.04166666667,0,0,,0,0.125,0.1875,0.2291666667,0.2708333333,0.1666666667,0.02083333333,0,0,0,0.375,0.625,0.25,0.25,0.1041666667,0.08333333333,0.3125,0.1666666667,0.04166666667,0.08333333333,0.2291666667,0,0,0.04166666667,0.0625,0.1875,0,0,0,0.1041666667,0.1041666667,0.4791666667,0.04166666667,0,0,0,0.1041666667,0,0,0,0,0,0,0.08333333333,0,0.0625,0.0625,0.0625,0.125,0.1458333333,0.1041666667,0.1041666667,0.125,0.04166666667,0.02083333333,0.08333333333,0.08333333333,0.02083333333,0.02083333333,0,0.02083333333,0,0,0,0,0,0,0,0.04166666667,0,0.02083333333,0.1041666667,0.1041666667,0.04166666667,0.1458333333,0.25,0.02083333333,0,0.02083333333,0.0625,0,0.0625,0,0.02083333333,0.02083333333,0.02083333333,0,0,0.02083333333,0,0,0,0,0,0,0,0,0,0,0,0.02083333333,0,0,0,0,0
妙立寺,32,3,9,-0.6666666667,85,54,4.580645161,5,4.5625,5,4.53125,5,8.6875,19,3,0.5,2,1,0.3333333333,0.03125,0.15625,0.1875,0.1875,0.28125,0.125,0.03125,0,0,0,0.4375,0.53125,0.375,0.4375,0.09375,0.09375,0,0.09375,0.125,0.28125,0.1875,0.0625,0,0.0625,0,0.09375,0,0,0,0.125,0.15625,0.90625,0.09375,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0.03125,0.03125,0.1875,0.03125,0.125,0.03125,0.0625,0.0625,0.125,0.15625,0.03125,0.125,0.03125,0,0,0,0,0.03125,0,0.03125,0.03125,0.03125,0.125,0.09375,0.1875,0.125,0.03125,0,0,0,0,0,0,0.0625,0.03125,0,0.03125,0.03125,0.03125,0,0,0,0.03125,0,0,0.03125,0,0,0,0,0,0,0,0,0,0,0,0,0.03125
