日付,TIF,移動元,移動先,回答数
2026-03-08,福井,越前大野城,うみんぴあ大飯 エリア,1
2026-03-08,福井,越前大野城,小浜市 阿納 エリア,1
2026-03-08,福井,越前大野城,道の駅「シーサイド高浜」 エリア,1
2026-03-08,福井,越前大野城,道の駅「若狭おばま」 エリア,1
2026-03-08,福井,越前松島水族館,かつやま恐竜の森 エリア,1
2026-03-08,福井,越前陶芸村,福井駅前 エリア,1
2026-03-08,福井,道の駅「三方五湖」  エリア,道の駅「三方五湖」,1
2026-03-08,福井,道の駅「南えちぜん山海里」 エリア,岡太神社・大瀧神社,1
2026-03-08,福井,道の駅「河野」,あわら湯のまち エリア,1
2026-03-08,福井,道の駅「河野」,日本海さかな街 エリア,1
2026-03-08,福井,道の駅「若狭熊川宿」,明通寺 エリア,1
2026-03-08,福井,道の駅みくに ふれあいパーク三里浜 エリア,越前大野城,1
2026-03-08,福井,道の駅みくに ふれあいパーク三里浜 エリア,越前松島水族館,1
2026-03-08,福井,金ヶ崎 エリア,一乗谷朝倉氏遺跡,1
2026-03-08,福井,金津創作の森,北潟湖 エリア,1
2026-03-08,福井,養浩館庭園,丸岡城 エリア,1
2026-03-09,石川,小松空港,金沢駅,1
2026-03-09,石川,道の駅あなみず,のと鉄道（通常）,1
2026-03-09,石川,金沢駅周辺,小松空港,1
2026-03-09,福井,あわら温泉街,大本山 永平寺 エリア,1
2026-03-09,福井,かつやま恐竜の森 エリア,一乗谷朝倉氏遺跡,1
2026-03-09,福井,かつやま恐竜の森 エリア,丸岡城,1
2026-03-09,福井,ふくい鮮いちば エリア,丸岡城,1
2026-03-09,福井,丸岡城,丸岡城 エリア,1
2026-03-09,福井,丸岡城,名勝 養浩館庭園 エリア,1
2026-03-09,福井,丸岡城,大本山 永平寺 エリア,1
2026-03-09,福井,丸岡城 エリア,東尋坊,1
2026-03-09,福井,今庄宿,道の駅「南えちぜん山海里」 エリア,1
2026-03-09,福井,北潟湖 エリア,大本山永平寺,1
2026-03-09,福井,吉崎御坊跡,北潟湖 エリア,1
2026-03-09,福井,大本山 永平寺 エリア,一乗谷朝倉氏遺跡,2
2026-03-09,福井,大本山 永平寺 エリア,福井県立恐竜博物館,1
2026-03-09,福井,大本山永平寺,かつやま恐竜の森 エリア,1
2026-03-09,福井,大本山永平寺,大本山 永平寺 エリア,1
2026-03-09,福井,大本山永平寺,道の駅「越前おおの荒島の郷」 エリア,1
2026-03-09,福井,小浜市 阿納 エリア,道の駅「若狭おばま」,1
2026-03-09,福井,岡太神社・大瀧神社,かつやま恐竜の森 エリア,1
2026-03-09,福井,敦賀赤レンガ倉庫,道の駅「越前」 エリア,1
2026-03-09,福井,湖上館パムコ（水月湖）エリア,敦賀鉄道資料館（旧敦賀港駅舎 ）,1
2026-03-09,福井,福井県年縞博物館,道の駅「三方五湖」  エリア,1
2026-03-09,福井,福井県立恐竜博物館,かつやま恐竜の森 エリア,2
2026-03-09,福井,福井県立恐竜博物館,ふくい鮮いちば エリア,1
2026-03-09,福井,福井県立恐竜博物館,丸岡城 エリア,1
2026-03-09,福井,福井県立恐竜博物館,大本山 永平寺 エリア,2
2026-03-09,福井,若狭和田ビーチ,道の駅「シーサイド高浜」 エリア,1
2026-03-09,福井,越前そばの里 エリア,一乗谷朝倉氏遺跡,1
2026-03-09,福井,越前そばの里 エリア,北の庄城址・柴田公園,1
2026-03-09,福井,越前和紙の里,越前そばの里 エリア,1
2026-03-09,福井,越前大野城,かつやま恐竜の森 エリア,1
2026-03-09,福井,道の駅「三方五湖」  エリア,金ヶ崎,1
2026-03-09,福井,道の駅「南えちぜん山海里」,道の駅「西山公園」 エリア,1
2026-03-09,福井,道の駅「南えちぜん山海里」,道の駅「越前」 エリア,1
2026-03-09,福井,道の駅「南えちぜん山海里」 エリア,道の駅「一乗谷あさくら水の駅」,1
2026-03-09,福井,道の駅「西山公園」 エリア,丸岡城,1
2026-03-09,福井,道の駅「越前」 エリア,越前がにミュージアム,1
2026-03-10,石川,のと鉄道（通常）,和倉温泉,2
2026-03-10,石川,兼六園,のと鉄道（通常）,1
2026-03-10,石川,兼六園,小松空港,1
2026-03-10,石川,小松空港,自宅,1
2026-03-10,石川,法師旅館,金沢,1
2026-03-10,石川,県立図書館,石川県立歴史博物館,1
2026-03-10,石川,金沢駅,小松空港,1
2026-03-10,石川,長町武家屋敷休憩館,金沢駅,1
2026-03-10,福井,JR敦賀駅前 エリア,人道の港 敦賀ムゼウム,1
2026-03-10,福井,うみんぴあ大飯 エリア,UMIKARA,1
2026-03-10,福井,かつやま恐竜の森 エリア,あわら温泉街,1
2026-03-10,福井,かつやま恐竜の森 エリア,一乗谷朝倉氏遺跡,1
2026-03-10,福井,かつやま恐竜の森 エリア,大本山永平寺,1
2026-03-10,福井,ふれあいパーク三里浜(道の駅「みくに」),あわら湯のまち エリア,1
2026-03-10,福井,ふれあいパーク三里浜(道の駅「みくに」),かつやま恐竜の森 エリア,1
2026-03-10,福井,エルガイアおおい,道の駅「三方五湖」  エリア,1
2026-03-10,福井,スキージャム勝山,かつやま恐竜の森 エリア,1
2026-03-10,福井,丸岡城,かずら橋 エリア,1
2026-03-10,福井,丸岡城,大本山 永平寺 エリア,1
2026-03-10,福井,人道の港 敦賀ムゼウム,日本海さかな街 エリア,1
2026-03-10,福井,劔神社,かつやま恐竜の森 エリア,1
2026-03-10,福井,大本山 永平寺 エリア,一乗谷朝倉氏遺跡,1
2026-03-10,福井,日本海さかな街 エリア,越前大仏,1
2026-03-10,福井,明通寺,小浜市 阿納 エリア,1
2026-03-10,福井,東尋坊,福井駅前 エリア（宿泊施設）,1
2026-03-10,福井,氣比神宮,金ヶ崎 エリア,1
2026-03-10,福井,福井県海浜自然センター,明通寺 エリア,1
2026-03-10,福井,福井県立恐竜博物館,かつやま恐竜の森 エリア,1
2026-03-10,福井,福井駅前 エリア（宿泊施設）,福井県立恐竜博物館,1
2026-03-10,福井,越前大仏,日本海さかな街 エリア,1
2026-03-10,福井,越前大野城,かつやま恐竜の森 エリア,1
2026-03-10,福井,道の駅「うみんぴあ大飯」,うみんぴあ大飯 エリア,1
2026-03-10,福井,道の駅「うみんぴあ大飯」,道の駅「シーサイド高浜」 エリア,3
2026-03-10,福井,道の駅「シーサイド高浜」 エリア,UMIKARA,3
2026-03-10,福井,道の駅「三方五湖」  エリア,小浜市水産食品センター（若狭小浜お魚センター）,1
2026-03-10,福井,金ヶ崎 エリア,敦賀鉄道資料館（旧敦賀港駅舎 ）,1
2026-03-11,石川,のとじま水族館,島の湯,1
2026-03-11,石川,イカキング,のとじま水族館,1
2026-03-11,石川,ガラス工房,のとじま水族館,1
2026-03-11,石川,和倉温泉,のとじま水族館,2
2026-03-11,石川,小松空港,帰宅,1
2026-03-11,石川,小松空港,羽田空港,1
2026-03-11,石川,小松駅,小松空港,1
2026-03-11,石川,山代温泉　総湯,兼六園,1
2026-03-11,石川,片山津温泉,小松空港,1
2026-03-11,石川,能登ミルク,のとじま水族館,1
2026-03-11,福井,JR美浜駅 エリア,道の駅「シーサイド高浜」,1
2026-03-11,福井,あわら湯のまち エリア,東尋坊,1
2026-03-11,福井,一乗谷朝倉氏遺跡,大本山 永平寺 エリア,1
2026-03-11,福井,丸岡城,あわら湯のまち エリア,1
2026-03-11,福井,丸岡城,大本山 永平寺 エリア,1
2026-03-11,福井,北の庄城址・柴田公園,福井駅前 エリア,1
2026-03-11,福井,大本山 永平寺 エリア,かずら橋,1
2026-03-11,福井,大本山 永平寺 エリア,一乗谷朝倉氏遺跡,1
2026-03-11,福井,大本山 永平寺 エリア,丸岡城,1
2026-03-11,福井,大本山 永平寺 エリア,北の庄城址・柴田公園,1
2026-03-11,福井,大本山 永平寺 エリア,大本山永平寺,1
2026-03-11,福井,大本山 永平寺 エリア,東尋坊,1
2026-03-11,福井,大本山永平寺,大本山 永平寺 エリア,2
2026-03-11,福井,大本山永平寺,東尋坊 エリア,1
2026-03-11,福井,大本山永平寺,越前そばの里 エリア,1
2026-03-11,福井,小浜市 阿納 エリア,氣比神宮,1
2026-03-11,福井,氣比神宮,金ヶ崎 エリア,1
2026-03-11,福井,越前そばの里 エリア,一乗谷朝倉氏遺跡,1
2026-03-11,福井,越前大仏,大本山 永平寺 エリア,1
2026-03-11,福井,越前大野城,大本山 永平寺 エリア,1
2026-03-11,福井,道の駅「若狭おばま」,JR美浜駅 エリア,1
2026-03-11,福井,道の駅「若狭おばま」 エリア,御食国若狭おばま食文化館,1
2026-03-11,福井,道の駅「若狭熊川宿」,道の駅「若狭おばま」 エリア,1
2026-03-12,石川,のとじま水族館,近江町市場,1
2026-03-12,石川,加賀市観光情報センター　KAGA旅・まちネット,山中温泉,1
2026-03-12,石川,大江戸温泉物語Premium 山下家,兼六園,1
2026-03-12,福井,あわら温泉街,かつやま恐竜の森 エリア,1
2026-03-12,福井,あわら湯のまち エリア,大本山永平寺,1
2026-03-12,福井,うみんぴあ大飯 エリア,エルガイアおおい,1
2026-03-12,福井,かつやま恐竜の森 エリア,大本山永平寺,1
2026-03-12,福井,かつやま恐竜の森 エリア,越前大仏,1
2026-03-12,福井,一乗谷朝倉氏遺跡,三国湊 エリア,1
2026-03-12,福井,一乗谷朝倉氏遺跡,大本山 永平寺 エリア,2
2026-03-12,福井,三国湊 エリア,瀧谷寺,1
2026-03-12,福井,丸岡城,福井駅前 エリア（宿泊施設）,1
2026-03-12,福井,名田庄 エリア,道の駅「シーサイド高浜」,1
2026-03-12,福井,大本山 永平寺 エリア,越前大野城,1
2026-03-12,福井,大本山永平寺,あわら湯のまち エリア,1
2026-03-12,福井,敦賀赤レンガ倉庫,金ヶ崎 エリア,1
2026-03-12,福井,日本海さかな街 エリア,若狭フィッシャーマンズワーフ,1
2026-03-12,福井,東尋坊,あわら湯のまち エリア,1
2026-03-12,福井,武生駅 エリア,越前そばの里,1
2026-03-12,福井,福井県立恐竜博物館,かつやま恐竜の森 エリア,1
2026-03-12,福井,福井県立恐竜博物館,大本山 永平寺 エリア,1
2026-03-12,福井,福井駅,かつやま恐竜の森 エリア,1
2026-03-12,福井,福井駅前 エリア（宿泊施設）,丸岡城,1
2026-03-12,福井,若狭たかはま エルどらんど,道の駅「シーサイド高浜」 エリア,1
2026-03-12,福井,越前そばの里 エリア,福井駅,1
2026-03-12,福井,越前大仏,かつやま恐竜の森 エリア,1
2026-03-12,福井,道の駅「シーサイド高浜」,うみんぴあ大飯 エリア,1
2026-03-12,福井,道の駅「若狭おばま」,名田庄 エリア,1
2026-03-12,福井,金ヶ崎 エリア,敦賀赤レンガ倉庫,1
2026-03-12,福井,金ヶ崎 エリア,氣比神宮,1
2026-03-13,石川,のとじま水族館,和倉温泉,1
2026-03-13,石川,のとじま水族館,近江町市場,1
2026-03-13,石川,のと鉄道 POKÉMON with YOUトレイン,和倉温泉,1
2026-03-13,石川,ゆげ街道,大江戸温泉物語 山中彩朝楽,1
2026-03-13,石川,兼六園,小松空港,1
2026-03-13,石川,兼六園,法師旅館,1
2026-03-13,石川,和倉温泉,のと鉄道（通常）,1
2026-03-13,石川,和倉温泉総湯,のと鉄道（通常）,1
2026-03-13,石川,小松空港,帰ります,1
2026-03-13,石川,法師旅館,山中温泉,1
2026-03-13,石川,金沢城,法師旅館,1
2026-03-13,福井,あわら温泉街,東尋坊 エリア,2
2026-03-13,福井,ふくい鮮いちば エリア,丸岡城,1
2026-03-13,福井,レインボーライン,美浜町レイクセンター エリア,1
2026-03-13,福井,一乗谷朝倉氏遺跡,かつやま恐竜の森 エリア,1
2026-03-13,福井,一乗谷朝倉氏遺跡,一乗谷朝倉氏遺跡 エリア,1
2026-03-13,福井,一乗谷朝倉氏遺跡,丸岡城 エリア,1
2026-03-13,福井,一乗谷朝倉氏遺跡 エリア,一乗谷朝倉氏遺跡,1
2026-03-13,福井,一乗谷朝倉氏遺跡 エリア,福井県立恐竜博物館,1
2026-03-13,福井,一乗谷朝倉氏遺跡 エリア,越前そばの里,1
2026-03-13,福井,大本山 永平寺 エリア,越前大仏,1
2026-03-13,福井,明通寺 エリア,一乗谷朝倉氏遺跡,1
2026-03-13,福井,東尋坊 エリア,越前大仏,1
2026-03-13,福井,熊川宿,若狭フィッシャーマンズワーフ エリア,1
2026-03-13,福井,若狭フィッシャーマンズワーフ エリア,御食国若狭おばま食文化館,1
2026-03-13,福井,若狭歴史博物館,明通寺 エリア,1
2026-03-13,福井,越前大野城,ふくい鮮いちば エリア,2
2026-03-13,福井,越前大野城,大本山 永平寺 エリア,1
2026-03-13,福井,越前大野城,越前大野城・城下町 エリア,1
2026-03-13,福井,越前大野城・城下町 エリア,越前がにミュージアム,1
2026-03-13,福井,越前松島水族館,東尋坊 エリア,1
2026-03-14,石川,ゆのくに天祥,恐竜博物館,1
2026-03-14,石川,ガラス工房,のとじま水族館,1
2026-03-14,石川,ガラス美術館,のとじま水族館,2
2026-03-14,石川,県立図書館,ガーデンホテル金沢,1
2026-03-14,石川,金沢駅,のと鉄道（通常）,1
2026-03-14,福井,うみんぴあ大飯 エリア,敦賀駅,1
2026-03-14,福井,かつやま恐竜の森 エリア,かつやまディノパーク,1
2026-03-14,福井,はたや記念館 ゆめおーれ勝山,かつやま恐竜の森 エリア,1
2026-03-14,福井,ホテルうみんぴあ,うみんぴあ大飯 エリア,1
2026-03-14,福井,レインボーライン,美浜町レイクセンター エリア,1
2026-03-14,福井,一乗谷朝倉氏遺跡,三国湊 エリア,1
2026-03-14,福井,三国湊 エリア,一乗谷朝倉氏遺跡,1
2026-03-14,福井,三国湊 エリア,敦賀赤レンガ倉庫,1
2026-03-14,福井,三国湊 エリア,越前大野城,1
2026-03-14,福井,三國湊レトロ,三国湊 エリア,1
2026-03-14,福井,丸岡城,三国湊 エリア,1
2026-03-14,福井,丸岡城,道の駅「越前」 エリア,1
2026-03-14,福井,大本山 永平寺 エリア,東尋坊,1
2026-03-14,福井,大本山 永平寺 エリア,福井県立恐竜博物館,1
2026-03-14,福井,大本山永平寺,大本山 永平寺 エリア,2
2026-03-14,福井,大本山永平寺,福井駅前 エリア,1
2026-03-14,福井,敦賀市立博物館 エリア,敦賀赤レンガ倉庫,1
2026-03-14,福井,敦賀赤レンガ倉庫,道の駅「西山公園」 エリア,1
2026-03-14,福井,日本海さかな街 エリア,三方五湖,1
2026-03-14,福井,東尋坊,あわら湯のまち エリア,1
2026-03-14,福井,東尋坊,ふくい鮮いちば エリア,1
2026-03-14,福井,気比の松原,日本海さかな街 エリア,1
2026-03-14,福井,氣比神宮,大本山 永平寺 エリア,1
2026-03-14,福井,氣比神宮,敦賀市立博物館 エリア,1
2026-03-14,福井,氣比神宮,日本海さかな街 エリア,1
2026-03-14,福井,氣比神宮,美浜町レイクセンター エリア,1
2026-03-14,福井,氣比神宮,金ヶ崎 エリア,1
2026-03-14,福井,福井県立恐竜博物館,かつやま恐竜の森 エリア,3
2026-03-14,福井,福井県立恐竜博物館,東尋坊 エリア,1
2026-03-14,福井,福井駅前 エリア,東尋坊,1
2026-03-14,福井,美浜町レイクセンター エリア,レインボーライン,1
2026-03-14,福井,美浜町レイクセンター エリア,一乗谷朝倉氏遺跡,1
2026-03-14,福井,美浜町レイクセンター エリア,敦賀赤レンガ倉庫,1
2026-03-14,福井,越前そばの里,東尋坊 エリア,1
2026-03-14,福井,越前そばの里,越前そばの里 エリア,1
2026-03-14,福井,越前そばの里 エリア,東尋坊,1
2026-03-14,福井,越前大仏,かつやま恐竜の森 エリア,1
2026-03-14,福井,越前大野城,越前そばの里 エリア,1
2026-03-14,福井,道の駅「パークイン丹生ヶ丘」 エリア,道の駅「西山公園」,1
2026-03-14,福井,道の駅「三方五湖」,美浜町レイクセンター エリア,1
2026-03-14,福井,道の駅「越前」 エリア,一乗谷朝倉氏遺跡,1
2026-03-14,福井,金ヶ崎 エリア,人道の港 敦賀ムゼウム,1
2026-03-15,石川,のとじま水族館,帰宅,1
2026-03-15,石川,のと鉄道（通常）,和倉温泉,1
2026-03-15,石川,のと鉄道（通常）,穴水駅,1
2026-03-15,石川,兼六園,小松空港,1
2026-03-15,石川,兼六園,山代温泉　総湯,1
2026-03-15,石川,和倉温泉,のとじま水族館,1
2026-03-15,石川,和倉温泉観光案内所,金沢駅,1
2026-03-15,石川,安宅住吉神社,小松空港,1
2026-03-15,石川,近江町市場,大江戸温泉物語Premium 山下家,1
2026-03-15,石川,近江町市場,小松空港,1
2026-03-15,石川,金沢城,小松空港,1
2026-03-15,福井,あわら温泉「芦湯」,JR芦原温泉駅 エリア,1
2026-03-15,福井,うみんぴあ大飯 エリア,道の駅「若狭おばま」,1
2026-03-15,福井,かずら橋,かずら橋 エリア,1
2026-03-15,福井,ふれあいパーク三里浜(道の駅「みくに」),東尋坊 エリア,1
2026-03-15,福井,ふれあいパーク三里浜(道の駅「みくに」),道の駅「南えちぜん山海里」 エリア,1
2026-03-15,福井,一乗谷朝倉氏遺跡,道の駅「南えちぜん山海里」 エリア,2
2026-03-15,福井,丸岡城,名勝 養浩館庭園 エリア,1
2026-03-15,福井,丸岡城 エリア,一乗谷朝倉氏遺跡,1
2026-03-15,福井,丸岡城 エリア,吉崎御坊跡,1
2026-03-15,福井,北の庄城址・柴田公園,丸岡城 エリア,1
2026-03-15,福井,北陸新幹線 越前たけふ駅 エリア,大本山永平寺,2
2026-03-15,福井,大本山 永平寺 エリア,丸岡城,1
2026-03-15,福井,大本山 永平寺 エリア,片山津温泉（石川県）,2
2026-03-15,福井,大本山 永平寺 エリア,福井県立恐竜博物館,1
2026-03-15,福井,大本山 永平寺 エリア,越前がにミュージアム,1
2026-03-15,福井,大本山永平寺,かつやま恐竜の森 エリア,1
2026-03-15,福井,大本山永平寺,一乗谷朝倉氏遺跡 エリア,1
2026-03-15,福井,大本山永平寺,大本山 永平寺 エリア,2
2026-03-15,福井,大本山永平寺,道の駅「禅の里」 エリア,2
2026-03-15,福井,小松空港（石川県）,福井駅前 エリア,1
2026-03-15,福井,小浜市 阿納 エリア,一乗谷朝倉氏遺跡,1
2026-03-15,福井,小浜市 阿納 エリア,大本山永平寺,2
2026-03-15,福井,小浜町家ステイ,道の駅「若狭おばま」 エリア,1
2026-03-15,福井,明通寺,明通寺 エリア,1
2026-03-15,福井,明通寺 エリア,道の駅「若狭おばま」,1
2026-03-15,福井,東尋坊,東尋坊 エリア,1
2026-03-15,福井,東尋坊 エリア,福井駅,1
2026-03-15,福井,神宮寺,北陸新幹線 越前たけふ駅 エリア,2
2026-03-15,福井,神宮寺,小浜市 阿納 エリア,2
2026-03-15,福井,福井県立恐竜博物館,道の駅「禅の里」 エリア,1
2026-03-15,福井,福井駅,道の駅みくに ふれあいパーク三里浜 エリア,1
2026-03-15,福井,福井駅前 エリア,北の庄城址・柴田公園,1
2026-03-15,福井,竹田エリア,大本山永平寺,1
2026-03-15,福井,自宅,道の駅「南えちぜん山海里」 エリア,1
2026-03-15,福井,自宅,道の駅「禅の里」 エリア,1
2026-03-15,福井,越前がにミュージアム,道の駅「越前」 エリア,1
2026-03-15,福井,越前大野城,道の駅「越前おおの荒島の郷」 エリア,1
2026-03-15,福井,道の駅「さかい」（坂井地域交流センター「いねす」）,道の駅「南えちぜん山海里」 エリア,1
2026-03-15,福井,道の駅「シーサイド高浜」,うみんぴあ大飯 エリア,1
2026-03-15,福井,道の駅「三方五湖」,道の駅「若狭おばま」 エリア,1
2026-03-15,福井,道の駅「南えちぜん山海里」,道の駅「三方五湖」  エリア,1
2026-03-15,福井,道の駅「南えちぜん山海里」 エリア,道の駅「三方五湖」,1
2026-03-15,福井,道の駅「恐竜渓谷かつやま」,道の駅「禅の里」 エリア,1
2026-03-15,福井,道の駅「恐竜渓谷かつやま」 エリア,大本山永平寺,1
2026-03-15,福井,道の駅「禅の里」,道の駅「南えちぜん山海里」 エリア,1
2026-03-15,福井,道の駅「禅の里」 エリア,あわら温泉街,1
2026-03-15,福井,道の駅「禅の里」 エリア,越前大仏,1
2026-03-15,福井,道の駅「西山公園」,丸岡城 エリア,1
2026-03-15,福井,道の駅「越前」 エリア,越前がにミュージアム,1
2026-03-15,福井,道の駅みくに ふれあいパーク三里浜 エリア,東尋坊,1
2026-03-15,福井,雄島,東尋坊 エリア,1
2026-03-16,石川,のとじま水族館,島の湯,1
2026-03-16,石川,のと鉄道,のと鉄道（通常）,1
2026-03-16,石川,ゆのくに天祥,山中温泉,1
2026-03-16,石川,ゆのくに天祥,金沢,1
2026-03-16,石川,兼六園,小松空港,2
2026-03-16,石川,小松空港,帰宅,1
2026-03-16,石川,小松空港,近江市場,1
2026-03-16,石川,東尋坊,小松空港,1
2026-03-16,石川,金沢,ゆのくに天祥,1
2026-03-16,石川,金沢城,小松空港,1
2026-03-16,福井,JR九頭竜湖駅 エリア,丸岡城,1
2026-03-16,福井,「ちひろの生まれた家」記念館,紫式部公園 エリア,1
2026-03-16,福井,あわら温泉街,一乗谷朝倉氏遺跡 エリア,1
2026-03-16,福井,あわら温泉街,福井駅前 エリア,1
2026-03-16,福井,かつやま恐竜の森 エリア,三方五湖,1
2026-03-16,福井,かつやま恐竜の森 エリア,道の駅「九頭竜・和泉ふれあい会館」,1
2026-03-16,福井,エルパ,ふくい鮮いちば エリア,1
2026-03-16,福井,一乗谷朝倉氏遺跡,かつやま恐竜の森 エリア,1
2026-03-16,福井,一乗谷朝倉氏遺跡,越前そばの里 エリア,1
2026-03-16,福井,一乗谷朝倉氏遺跡,道の駅みくに ふれあいパーク三里浜 エリア,1
2026-03-16,福井,一乗谷朝倉氏遺跡 エリア,一乗谷朝倉氏遺跡,1
2026-03-16,福井,丸岡城,丸岡城 エリア,1
2026-03-16,福井,丸岡城 エリア,一乗谷朝倉氏遺跡,1
2026-03-16,福井,丸岡城 エリア,竹田水車メロディパーク,1
2026-03-16,福井,大本山永平寺,道の駅「禅の里」 エリア,1
2026-03-16,福井,大本山永平寺,道の駅「越前」 エリア,2
2026-03-16,福井,岡太神社・大瀧神社,道の駅「南えちぜん山海里」 エリア,1
2026-03-16,福井,敦賀赤レンガ倉庫,金ヶ崎 エリア,1
2026-03-16,福井,東尋坊,道の駅「南えちぜん山海里」 エリア,2
2026-03-16,福井,東尋坊 エリア,大本山永平寺,1
2026-03-16,福井,福井県立恐竜博物館,かつやま恐竜の森 エリア,2
2026-03-16,福井,福井県立恐竜博物館,福井駅前 エリア,1
2026-03-16,福井,福井県立恐竜博物館,福井駅前 エリア（宿泊施設）,1
2026-03-16,福井,福井駅前 エリア,一乗谷朝倉氏遺跡,1
2026-03-16,福井,福井駅前 エリア,福井県立恐竜博物館,1
2026-03-16,福井,越前そばの里 エリア,東尋坊,1
2026-03-16,福井,越前大野城,JR九頭竜湖駅 エリア,1
2026-03-16,福井,道の駅「南えちぜん山海里」 エリア,一乗谷朝倉氏遺跡,1
2026-03-16,福井,道の駅「南えちぜん山海里」 エリア,氣比神宮,1
2026-03-16,福井,道の駅「越前」 エリア,東尋坊,2
2026-03-16,福井,道の駅「越前」 エリア,越前海岸,1
2026-03-16,福井,道の駅みくに ふれあいパーク三里浜 エリア,丸岡城,1
2026-03-16,福井,金ヶ崎 エリア,氣比神宮,1
2026-03-16,福井,金ヶ崎 エリア,神宮寺,1
2026-03-17,石川,のとじま水族館,兼六園,1
2026-03-17,石川,兼六園,ゆのくに天祥,1
2026-03-17,石川,加賀依緑園,那谷寺,1
2026-03-17,石川,小松空港,帰路のため,1
2026-03-17,石川,小松空港,自宅,1
2026-03-17,石川,東尋坊,小松空港,1
2026-03-17,石川,白山比咩神社,小松空港,1
2026-03-17,石川,石川県立歴史博物館,加賀本多博物館,1
2026-03-17,福井,JR美浜駅 エリア,道の駅「若狭おばま」,1
2026-03-17,福井,えちぜん鉄道 松岡駅 エリア,大本山永平寺,1
2026-03-17,福井,かつやま恐竜の森 エリア,丸岡城,2
2026-03-17,福井,かつやま恐竜の森 エリア,平泉寺白山神社,1
2026-03-17,福井,かつやま恐竜の森 エリア,越前大仏,1
2026-03-17,福井,かつやま恐竜の森 エリア,越前松島水族館,1
2026-03-17,福井,はたや記念館 ゆめおーれ勝山,道の駅「禅の里」 エリア,1
2026-03-17,福井,レインボーライン,美浜町レイクセンター エリア,1
2026-03-17,福井,一乗谷朝倉氏遺跡,越前そばの里 エリア,1
2026-03-17,福井,一乗谷朝倉氏遺跡,道の駅「南えちぜん山海里」 エリア,1
2026-03-17,福井,三方五湖,レインボーライン エリア,1
2026-03-17,福井,北の庄城址・柴田公園,福井駅前 エリア,1
2026-03-17,福井,大本山 永平寺 エリア,福井県立恐竜博物館,3
2026-03-17,福井,大本山 永平寺 エリア,越前海岸,1
2026-03-17,福井,大本山永平寺,かつやま恐竜の森 エリア,2
2026-03-17,福井,大本山永平寺,大本山 永平寺 エリア,1
2026-03-17,福井,小浜市 阿納 エリア,氣比神宮,1
2026-03-17,福井,敦賀駅,レインボーライン エリア,1
2026-03-17,福井,日本海さかな街,美浜町レイクセンター エリア,1
2026-03-17,福井,東尋坊,かつやま恐竜の森 エリア,2
2026-03-17,福井,東尋坊 エリア,福井駅,1
2026-03-17,福井,氣比神宮,えちぜん鉄道 松岡駅 エリア,1
2026-03-17,福井,福井県立恐竜博物館,かつやま恐竜の森 エリア,1
2026-03-17,福井,福井駅,かつやま恐竜の森 エリア,1
2026-03-17,福井,美浜町レイクセンター エリア,福井県立恐竜博物館,1
2026-03-17,福井,西山動物園,道の駅「南えちぜん山海里」 エリア,1
2026-03-17,福井,越前がにミュージアム,東尋坊 エリア,1
2026-03-17,福井,越前そばの里 エリア,東尋坊,1
2026-03-17,福井,道の駅「南えちぜん山海里」,JR美浜駅 エリア,1
2026-03-17,福井,道の駅「南えちぜん山海里」 エリア,氣比神宮,1
2026-03-17,福井,道の駅「南えちぜん山海里」 エリア,越前大野城,1
2026-03-17,福井,道の駅「越前」,北陸新幹線 越前たけふ駅 エリア,1
2026-03-18,石川,ひがし茶屋街,小松空港,1
2026-03-18,石川,小松空港,東尋坊,1
2026-03-18,石川,山中温泉,月うさぎの里,1
2026-03-18,石川,氣多大社,のと鉄道（通常）,1
2026-03-18,石川,石川県立図書館,金沢駅,1
2026-03-18,石川,金沢駅,石川県立図書館,1
2026-03-18,福井,かずら橋 エリア,敦賀赤レンガ倉庫,1
2026-03-18,福井,かつやま恐竜の森 エリア,スキージャム勝山,1
2026-03-18,福井,かつやま恐竜の森 エリア,一乗谷朝倉氏遺跡,1
2026-03-18,福井,かつやま恐竜の森 エリア,福井県立恐竜博物館,1
2026-03-18,福井,かつやま恐竜の森 エリア,道の駅「一乗谷あさくら水の駅」,1
2026-03-18,福井,かつやま恐竜の森 エリア,道の駅「恐竜渓谷かつやま」,1
2026-03-18,福井,はたや記念館 ゆめおーれ勝山 エリア,道の駅「禅の里」,1
2026-03-18,福井,スキージャム勝山,かつやま恐竜の森 エリア,1
2026-03-18,福井,スキージャム勝山,道の駅「恐竜渓谷かつやま」 エリア,1
2026-03-18,福井,タケフナイフビレッジ,越前そばの里 エリア,1
2026-03-18,福井,一乗谷朝倉氏遺跡,かつやま恐竜の森 エリア,1
2026-03-18,福井,一乗谷朝倉氏遺跡,三国湊 エリア,2
2026-03-18,福井,一乗谷朝倉氏遺跡,大本山 永平寺 エリア,1
2026-03-18,福井,一乗谷朝倉氏遺跡,福井駅前 エリア,1
2026-03-18,福井,一乗谷朝倉氏遺跡,越前そばの里 エリア,1
2026-03-18,福井,一乗谷朝倉氏遺跡 エリア,三國湊レトロ,1
2026-03-18,福井,一乗谷朝倉氏遺跡 エリア,大本山永平寺,1
2026-03-18,福井,三国湊 エリア,東尋坊,1
2026-03-18,福井,三國湊レトロ,かずら橋 エリア,1
2026-03-18,福井,丸岡城,一乗谷朝倉氏遺跡 エリア,1
