日付,TIF,移動元,移動先,回答数
2024-04-07,福井,小浜市まちの駅・旭座,御食国若狭おばま食文化館 エリア,1
2024-04-07,福井,小浜市水産食品センター（若狭小浜お魚センター）,湖上館パムコ（水月湖）エリア,1
2024-04-07,福井,岡太神社・大瀧神社,福井駅前 エリア（宿泊施設）,1
2024-04-07,福井,御誕生寺,北陸新幹線 越前たけふ駅 エリア,1
2024-04-07,福井,御食国若狭おばま食文化館,若狭フィッシャーマンズワーフ エリア,1
2024-04-07,福井,恐竜博物館,道の駅「恐竜渓谷かつやま」 エリア,1
2024-04-07,福井,敦賀市立博物館 エリア,敦賀赤レンガ倉庫,1
2024-04-07,福井,敦賀赤レンガ倉庫,JR敦賀駅前 エリア,1
2024-04-07,福井,敦賀赤レンガ倉庫,JR美浜駅 エリア,1
2024-04-07,福井,敦賀赤レンガ倉庫,御食国若狭おばま食文化館 エリア,1
2024-04-07,福井,敦賀赤レンガ倉庫,日本海さかな街 エリア,2
2024-04-07,福井,敦賀赤レンガ倉庫,金ヶ崎 エリア,1
2024-04-07,福井,敦賀鉄道資料館（旧敦賀港駅舎 ）,金ヶ崎 エリア,1
2024-04-07,福井,日本海さかな街,JR美浜駅 エリア,1
2024-04-07,福井,日本海さかな街,レインボーライン エリア,1
2024-04-07,福井,日本海さかな街 エリア,気比の松原,2
2024-04-07,福井,明通寺,明通寺 エリア,2
2024-04-07,福井,明通寺,道の駅「若狭おばま」 エリア,1
2024-04-07,福井,明通寺 エリア,氣比神宮,1
2024-04-07,福井,明通寺 エリア,神宮寺,1
2024-04-07,福井,明通寺 エリア,道の駅「シーサイド高浜」,1
2024-04-07,福井,東尋坊,フルーツライン エリア,1
2024-04-07,福井,東尋坊,北潟湖 エリア,1
2024-04-07,福井,東尋坊,道の駅みくに ふれあいパーク三里浜 エリア,1
2024-04-07,福井,東尋坊 エリア,大本山永平寺,1
2024-04-07,福井,氣比神宮,敦賀市立博物館 エリア,2
2024-04-07,福井,氣比神宮,神楽通り エリア,2
2024-04-07,福井,氣比神宮,道の駅「三方五湖」  エリア,1
2024-04-07,福井,氣比神宮,金ヶ崎 エリア,1
2024-04-07,福井,濱の湯,御食国若狭おばま食文化館 エリア,1
2024-04-07,福井,神楽通り エリア,敦賀駅,1
2024-04-07,福井,神楽通り エリア,氣比神宮,2
2024-04-07,福井,福井県こども家族館,うみんぴあ大飯 エリア,2
2024-04-07,福井,福井県立恐竜博物館,スーベニアショップふらぷとる エリア,2
2024-04-07,福井,福井県立恐竜博物館,一乗谷朝倉氏遺跡 エリア,1
2024-04-07,福井,福井県立恐竜博物館,福井駅前 エリア（宿泊施設）,1
2024-04-07,福井,福井県立恐竜博物館,紫式部公園 エリア,1
2024-04-07,福井,福井駅,丸岡城 エリア,2
2024-04-07,福井,福井駅,道の駅「西山公園」 エリア,1
2024-04-07,福井,福井駅前 エリア,丸岡城,2
2024-04-07,福井,福井駅前 エリア,大本山永平寺,1
2024-04-07,福井,福井駅前 エリア,敦賀駅,1
2024-04-07,福井,福井駅前 エリア,越前大野城,1
2024-04-07,福井,福井駅前 エリア（宿泊施設）,一乗谷朝倉氏遺跡,1
2024-04-07,福井,福井駅前 エリア（宿泊施設）,丸岡城,2
2024-04-07,福井,福井駅前 エリア（宿泊施設）,福井県立恐竜博物館,1
2024-04-07,福井,福井駅前 エリア（宿泊施設）,足羽川桜並木,1
2024-04-07,福井,紫式部公園 エリア,めがねミュージアム,1
2024-04-07,福井,若狭たかはま エルどらんど,若狭和田 エリア,1
2024-04-07,福井,若狭フィッシャーマンズワーフ エリア,小浜市水産食品センター（若狭小浜お魚センター）,1
2024-04-07,福井,若狭和田 エリア,舞鶴（京都府）,1
2024-04-07,福井,越前そばの里 エリア,越前大野城,1
2024-04-07,福井,越前和紙の里 エリア,岡太神社・大瀧神社,1
2024-04-07,福井,越前大野城,一乗谷朝倉氏遺跡 エリア,1
2024-04-07,福井,越前大野城,六呂師高原 エリア,1
2024-04-07,福井,越前大野城,名勝 養浩館庭園 エリア,1
2024-04-07,福井,越前大野城,越前大野城・城下町 エリア,2
2024-04-07,福井,越前大野城・城下町 エリア,一乗谷朝倉氏遺跡,2
2024-04-07,福井,越前大野城・城下町 エリア,丸岡城,2
2024-04-07,福井,越前大野城・城下町 エリア,越前大野城,1
2024-04-07,福井,越前松島水族館,道の駅みくに ふれあいパーク三里浜 エリア,1
2024-04-07,福井,越前海岸,劔神社 エリア,1
2024-04-07,福井,道の駅「うみんぴあ大飯」,JR美浜駅 エリア,1
2024-04-07,福井,道の駅「うみんぴあ大飯」,若州一滴文庫 エリア,1
2024-04-07,福井,道の駅「三方五湖」,日本海さかな街 エリア,1
2024-04-07,福井,道の駅「三方五湖」,道の駅「若狭おばま」 エリア,1
2024-04-07,福井,道の駅「三方五湖」  エリア,道の駅「三方五湖」,1
2024-04-07,福井,道の駅「南えちぜん山海里」 エリア,道の駅「南えちぜん山海里」,1
2024-04-07,福井,道の駅「名田庄」,名田庄 エリア,1
2024-04-07,福井,道の駅「若狭おばま」 エリア,ホテルうみんぴあ,1
2024-04-07,福井,道の駅「若狭おばま」 エリア,氣比神宮,1
2024-04-07,福井,道の駅「若狭おばま」 エリア,道の駅「名田庄」,1
2024-04-07,福井,道の駅「若狭熊川宿」,JR敦賀駅前 エリア,1
2024-04-07,福井,道の駅「西山公園」 エリア,一乗谷朝倉氏遺跡,1
2024-04-07,福井,道の駅「越前」,越前そばの里 エリア,1
2024-04-07,福井,道の駅「越前おおの荒島の郷」 エリア,越前大仏,1
2024-04-07,福井,道の駅みくに ふれあいパーク三里浜 エリア,大本山永平寺,1
2024-04-07,福井,道の駅みくに ふれあいパーク三里浜 エリア,道の駅「さかい」（坂井地域交流センター「いねす」）,1
2024-04-07,福井,金ヶ崎 エリア,敦賀市立博物館,1
2024-04-07,福井,金ヶ崎 エリア,敦賀赤レンガ倉庫,1
2024-04-07,福井,金ヶ崎 エリア,気比の松原,1
2024-04-07,福井,金沢駅周辺（石川県）,福井駅前 エリア,1
2024-04-07,福井,養浩館庭園,北ノ庄 エリア,1
2024-04-08,石川,いしかわ動物園,帰宅,1
2024-04-08,石川,小松空港,金沢,1
2024-04-08,石川,武家屋敷,金沢駅,1
2024-04-08,石川,永平寺,湖畔の宿　森本,1
2024-04-08,石川,温泉めい想倶楽部　富士屋旅館,兼六園,1
2024-04-08,石川,金沢中央観光案内所,金沢駅,1
2024-04-08,石川,金沢城公園,金沢中央観光案内所,1
2024-04-08,福井,JR敦賀駅前 エリア,日本海さかな街,1
2024-04-08,福井,JR敦賀駅前 エリア,越前大野城,1
2024-04-08,福井,「ちひろの生まれた家」記念館,武生駅 エリア,1
2024-04-08,福井,あわら湯のまち エリア,東尋坊,1
2024-04-08,福井,あわら湯のまち エリア,道の駅「さかい」（坂井地域交流センター「いねす」）,1
2024-04-08,福井,かずら橋 エリア,道の駅「河野」,1
2024-04-08,福井,ふくい鮮いちば エリア,一乗谷朝倉氏遺跡,1
2024-04-08,福井,スーベニアショップふらぷとる エリア,あわら温泉街,2
2024-04-08,福井,レインボーライン,小浜市 阿納 エリア,1
2024-04-08,福井,一乗谷朝倉氏遺跡,丸岡城 エリア,1
2024-04-08,福井,一乗谷朝倉氏遺跡,紫式部公園 エリア,1
2024-04-08,福井,一乗谷朝倉氏遺跡,道の駅「南えちぜん山海里」 エリア,1
2024-04-08,福井,三国湊 エリア,大本山永平寺,1
2024-04-08,福井,丸岡城,JR芦原温泉駅 エリア,1
2024-04-08,福井,丸岡城,あわら湯のまち エリア,1
2024-04-08,福井,丸岡城,ふくい鮮いちば エリア,1
2024-04-08,福井,丸岡城,三国湊 エリア,1
2024-04-08,福井,丸岡城,福井駅前 エリア,2
2024-04-08,福井,丸岡城,越前そばの里 エリア,1
2024-04-08,福井,丸岡城 エリア,東尋坊,1
2024-04-08,福井,劔神社,道の駅「南えちぜん山海里」 エリア,1
2024-04-08,福井,北の庄城址・柴田公園,福井駅前 エリア,1
2024-04-08,福井,小松空港（石川県）,あわら湯のまち エリア,1
2024-04-08,福井,敦賀赤レンガ倉庫,金ヶ崎 エリア,1
2024-04-08,福井,敦賀駅,金ヶ崎 エリア,1
2024-04-08,福井,日本海さかな街,湖上館パムコ（水月湖）エリア,1
2024-04-08,福井,日本海さかな街,神楽通り エリア,1
2024-04-08,福井,日本海さかな街 エリア,日本海さかな街,1
2024-04-08,福井,明通寺 エリア,レインボーライン,1
2024-04-08,福井,東尋坊 エリア,山代温泉（石川県）,1
2024-04-08,福井,氣比神宮,JR敦賀駅前 エリア,2
2024-04-08,福井,氣比神宮,日本海さかな街 エリア,2
2024-04-08,福井,氣比神宮,紫式部公園 エリア,1
2024-04-08,福井,氣比神宮,金ヶ崎 エリア,1
2024-04-08,福井,湖上館パムコ（水月湖）エリア,東尋坊,1
2024-04-08,福井,神楽通り エリア,福井駅,1
2024-04-08,福井,福井県立恐竜博物館,スーベニアショップふらぷとる エリア,1
2024-04-08,福井,福井県立恐竜博物館,福井駅前 エリア（宿泊施設）,1
2024-04-08,福井,福井県立恐竜博物館,芝政ワールド エリア,1
2024-04-08,福井,福井駅,スーベニアショップふらぷとる エリア,1
2024-04-08,福井,福井駅前 エリア,大本山永平寺,2
2024-04-08,福井,福井駅前 エリア（宿泊施設）,大本山永平寺,1
2024-04-08,福井,紫式部公園 エリア,御誕生寺,1
2024-04-08,福井,紫式部公園 エリア,東尋坊,1
2024-04-08,福井,紫式部公園 エリア,越前そばの里,1
2024-04-08,福井,越前大仏,JR敦賀駅前 エリア,1
2024-04-08,福井,越前大仏,越前海岸 北部 エリア,1
2024-04-08,福井,越前大野城,丸岡城 エリア,1
2024-04-08,福井,越前大野城,越前大野城・城下町 エリア,1
2024-04-08,福井,越前大野城・城下町 エリア,一乗谷朝倉氏遺跡,1
2024-04-08,福井,越前大野城・城下町 エリア,丸岡城,1
2024-04-08,福井,道の駅「九頭竜・和泉ふれあい会館」,越前大野城・城下町 エリア,1
2024-04-08,福井,道の駅「南えちぜん山海里」 エリア,丸岡城,1
2024-04-08,福井,道の駅「南えちぜん山海里」 エリア,福井駅,1
2024-04-08,福井,道の駅「南えちぜん山海里」 エリア,花はす公園,1
2024-04-08,福井,金ヶ崎 エリア,氣比神宮,2
2024-04-09,石川,たちばな四季亭,兼六園,1
2024-04-09,石川,たちばな四季亭,永平寺,1
2024-04-09,福井,JR敦賀駅前 エリア,一乗谷朝倉氏遺跡,1
2024-04-09,福井,JR敦賀駅前 エリア,氣比神宮,1
2024-04-09,福井,JR美浜駅 エリア,レインボーライン,1
2024-04-09,福井,あわら温泉街,越前松島水族館 エリア,2
2024-04-09,福井,あわら湯のまち エリア,越前松島水族館,2
2024-04-09,福井,うみんぴあ大飯 エリア,ふれあいパーク三里浜(道の駅「みくに」),1
2024-04-09,福井,うみんぴあ大飯 エリア,日本海さかな街,1
2024-04-09,福井,うるしの里 エリア,一乗谷朝倉氏遺跡,1
2024-04-09,福井,ふくい鮮いちば エリア,丸岡城,1
2024-04-09,福井,ふくい鮮いちば エリア,大本山永平寺,1
2024-04-09,福井,めがねミュージアム,福井駅前 エリア,1
2024-04-09,福井,スーベニアショップふらぷとる エリア,養浩館庭園,1
2024-04-09,福井,メガネストリート エリア,福井駅,1
2024-04-09,福井,レインボーライン,小浜市 阿納 エリア,1
2024-04-09,福井,一乗谷朝倉氏遺跡,あわら湯のまち エリア,1
2024-04-09,福井,一乗谷朝倉氏遺跡,紫式部公園 エリア,1
2024-04-09,福井,一乗谷朝倉氏遺跡,道の駅「禅の里」 エリア,1
2024-04-09,福井,一筆啓上 日本一短い手紙の館,丸岡城 エリア,1
2024-04-09,福井,三國湊レトロ,福井駅前 エリア,1
2024-04-09,福井,丸岡城,ふくい鮮いちば エリア,1
2024-04-09,福井,丸岡城,丸岡城 エリア,1
2024-04-09,福井,丸岡城,金ヶ崎 エリア,1
2024-04-09,福井,北の庄城址・柴田公園,福井駅前 エリア,1
2024-04-09,福井,北陸新幹線 越前たけふ駅 エリア,あわら温泉街,1
2024-04-09,福井,北陸新幹線 越前たけふ駅 エリア,一乗谷朝倉氏遺跡,1
2024-04-09,福井,北陸新幹線 越前たけふ駅 エリア,道の駅「越前」,1
2024-04-09,福井,大本山永平寺,劔神社 エリア,1
2024-04-09,福井,大本山永平寺,北陸新幹線 越前たけふ駅 エリア,1
2024-04-09,福井,御食国若狭おばま食文化館 エリア,道の駅「名田庄」,1
2024-04-09,福井,敦賀赤レンガ倉庫,若狭海遊バザール 千鳥苑 エリア,1
2024-04-09,福井,敦賀赤レンガ倉庫,金ヶ崎 エリア,1
2024-04-09,福井,敦賀駅,福井駅前 エリア,1
2024-04-09,福井,東尋坊 エリア,あわら温泉屋台村「湯けむり横丁」,1
2024-04-09,福井,東尋坊 エリア,福井駅,1
2024-04-09,福井,氣比神宮,JR芦原温泉駅 エリア,1
2024-04-09,福井,氣比神宮,神楽通り エリア,1
2024-04-09,福井,氣比神宮,若狭高浜 エリア,1
2024-04-09,福井,神楽通り エリア,敦賀市立博物館,1
2024-04-09,福井,福井県立恐竜博物館,あわら湯のまち エリア,2
2024-04-09,福井,福井県立恐竜博物館,スーベニアショップふらぷとる エリア,1
2024-04-09,福井,福井県立恐竜博物館,道の駅「恐竜渓谷かつやま」 エリア,1
2024-04-09,福井,福井県立恐竜博物館,道の駅「越前」 エリア,1
2024-04-09,福井,福井駅,レインボーライン エリア,1
2024-04-09,福井,福井駅,北陸新幹線 越前たけふ駅 エリア,1
2024-04-09,福井,福井駅,福井駅前 エリア,1
2024-04-09,福井,福井駅,金ヶ崎 エリア,1
2024-04-09,福井,福井駅前 エリア,一乗谷朝倉氏遺跡,1
2024-04-09,福井,福井駅前 エリア,越前松島水族館,1
2024-04-09,福井,福井駅前 エリア（宿泊施設）,福井県立恐竜博物館,1
2024-04-09,福井,福井駅前 エリア（宿泊施設）,越前がにミュージアム,1
2024-04-09,福井,若狭海遊バザール 千鳥苑 エリア,レインボーライン,1
2024-04-09,福井,若狭海遊バザール千鳥苑 若狭美浜 海の駅,JR美浜駅 エリア,1
2024-04-09,福井,若狭瓜割名水公園 瓜割の滝,御食国若狭おばま食文化館 エリア,1
2024-04-09,福井,西山動物園,道の駅「南えちぜん山海里」 エリア,1
2024-04-09,福井,越前和紙の里,うるしの里 エリア,1
2024-04-09,福井,越前大野城,スーベニアショップふらぷとる エリア,1
2024-04-09,福井,越前松島水族館,東尋坊 エリア,2
2024-04-09,福井,越前松島水族館 エリア,東尋坊,2
2024-04-09,福井,越前海岸 高佐米ノ旅館街 エリア,丸岡城,1
2024-04-09,福井,越前陶芸村,道の駅「西山公園」 エリア,1
2024-04-09,福井,越前陶芸村 エリア,西山動物園,1
2024-04-09,福井,道の駅「うみんぴあ大飯」,うみんぴあ大飯 エリア,1
2024-04-09,福井,道の駅「シーサイド高浜」,うみんぴあ大飯 エリア,1
2024-04-09,福井,道の駅「南えちぜん山海里」 エリア,丸岡城,1
2024-04-09,福井,道の駅「南えちぜん山海里」 エリア,大本山永平寺,1
2024-04-09,福井,道の駅「禅の里」 エリア,越前大野城,1
2024-04-09,福井,道の駅「西山公園」,一乗谷朝倉氏遺跡 エリア,1
2024-04-09,福井,道の駅「西山公園」,北陸新幹線 越前たけふ駅 エリア,1
2024-04-09,福井,道の駅「越前」 エリア,めがねミュージアム,1
2024-04-09,福井,金ヶ崎 エリア,丸岡城,1
2024-04-09,福井,金ヶ崎 エリア,敦賀市立博物館,1
2024-04-10,石川,コマツの杜,小松空港,1
2024-04-10,石川,休暇村能登千里浜,兼六園,1
2024-04-10,石川,温泉めい想倶楽部　富士屋旅館,兼六園,3
2024-04-10,福井,JR敦賀駅前 エリア,氣比神宮,1
2024-04-10,福井,あわら湯のまち エリア,北の庄城址・柴田公園,1
2024-04-10,福井,あわら湯のまち エリア,福井駅,1
2024-04-10,福井,ガラガラ山キャンプ場,道の駅「恐竜渓谷かつやま」 エリア,1
2024-04-10,福井,レインボーライン,道の駅「三方五湖」  エリア,1
2024-04-10,福井,一乗谷朝倉氏遺跡,越前大野城・城下町 エリア,1
2024-04-10,福井,一乗谷朝倉氏遺跡,道の駅「西山公園」 エリア,1
2024-04-10,福井,一乗谷朝倉氏遺跡 エリア,北の庄城址・柴田公園,1
2024-04-10,福井,三方五湖,JR敦賀駅前 エリア,1
2024-04-10,福井,丸岡城,丸岡城 エリア,1
2024-04-10,福井,丸岡城,東尋坊 エリア,1
2024-04-10,福井,北陸新幹線 越前たけふ駅 エリア,タケフナイフビレッジ,1
2024-04-10,福井,小浜市 阿納 エリア,舞鶴（京都府）,1
2024-04-10,福井,岡太神社・大瀧神社,越前そばの里 エリア,1
2024-04-10,福井,御食国若狭おばま食文化館,明通寺 エリア,1
2024-04-10,福井,敦賀赤レンガ倉庫,うみんぴあ大飯 エリア,1
2024-04-10,福井,敦賀赤レンガ倉庫,道の駅「三方五湖」  エリア,1
2024-04-10,福井,明通寺 エリア,小浜市水産食品センター（若狭小浜お魚センター）,1
2024-04-10,福井,明通寺 エリア,熊川宿,1
2024-04-10,福井,東尋坊,あわら湯のまち エリア,1
2024-04-10,福井,東尋坊,道の駅みくに ふれあいパーク三里浜 エリア,2
2024-04-10,福井,東尋坊 エリア,あわら温泉街,1
2024-04-10,福井,気比の松原,紫式部公園 エリア,1
2024-04-10,福井,氣比神宮,JR敦賀駅前 エリア,2
2024-04-10,福井,氣比神宮,あわら湯のまち エリア,1
2024-04-10,福井,氣比神宮,明通寺 エリア,1
2024-04-10,福井,氣比神宮,神楽通り エリア,1
2024-04-10,福井,熊川宿,うみんぴあ大飯 エリア,1
2024-04-10,福井,神楽通り エリア,金ヶ崎,1
2024-04-10,福井,福井県立恐竜博物館,スーベニアショップふらぷとる エリア,1
2024-04-10,福井,福井県立恐竜博物館,福井駅前 エリア（宿泊施設）,1
2024-04-10,福井,福井駅前 エリア（宿泊施設）,大本山永平寺,1
2024-04-10,福井,紫式部公園 エリア,越前そばの里,1
2024-04-10,福井,越前がにミュージアム,越前松島水族館 エリア,1
2024-04-10,福井,越前そばの里 エリア,花はす公園,1
2024-04-10,福井,越前大仏,熊川宿 エリア,1
2024-04-10,福井,越前松島水族館,東尋坊 エリア,1
2024-04-10,福井,越前松島水族館 エリア,東尋坊,2
2024-04-10,福井,道の駅「三方五湖」,道の駅「三方五湖」  エリア,1
2024-04-10,福井,道の駅「三方五湖」  エリア,レインボーライン,1
2024-04-10,福井,道の駅「三方五湖」  エリア,人道の港 敦賀ムゼウム,1
2024-04-10,福井,道の駅「三方五湖」  エリア,道の駅「うみんぴあ大飯」,1
2024-04-10,福井,道の駅「恐竜渓谷かつやま」 エリア,越前和紙の里,1
2024-04-10,福井,道の駅みくに ふれあいパーク三里浜 エリア,福井駅,1
2024-04-11,福井,「ちひろの生まれた家」記念館,越前そばの里 エリア,1
2024-04-11,福井,あわら温泉「芦湯」,あわら湯のまち エリア,1
2024-04-11,福井,あわら湯のまち エリア,大本山永平寺,1
2024-04-11,福井,あわら湯のまち エリア,福井県立恐竜博物館,1
2024-04-11,福井,うみんぴあ大飯 エリア,日本海さかな街,1
2024-04-11,福井,えちぜん鉄道 松岡駅 エリア,一乗谷朝倉氏遺跡,1
2024-04-11,福井,えちぜん鉄道 松岡駅 エリア,丸岡城,1
2024-04-11,福井,かずら橋 エリア,一乗谷朝倉氏遺跡,1
2024-04-11,福井,かずら橋 エリア,敦賀赤レンガ倉庫,1
2024-04-11,福井,スーベニアショップふらぷとる エリア,北の庄城址・柴田公園,1
2024-04-11,福井,スーベニアショップふらぷとる エリア,越前大仏,1
2024-04-11,福井,ホテルうみんぴあ,うみんぴあ大飯 エリア,1
2024-04-11,福井,一乗谷朝倉氏遺跡,あわら湯のまち エリア,1
2024-04-11,福井,一乗谷朝倉氏遺跡,えちぜん鉄道 松岡駅 エリア,1
2024-04-11,福井,一乗谷朝倉氏遺跡,まちの市場 こってコテいけだ エリア,1
2024-04-11,福井,一乗谷朝倉氏遺跡,スーベニアショップふらぷとる エリア,1
2024-04-11,福井,一乗谷朝倉氏遺跡,北ノ庄 エリア,1
2024-04-11,福井,一乗谷朝倉氏遺跡,福井駅前 エリア,1
2024-04-11,福井,一乗谷朝倉氏遺跡,道の駅「禅の里」 エリア,1
2024-04-11,福井,丸岡城,あわら湯のまち エリア,1
2024-04-11,福井,丸岡城,丸岡城 エリア,1
2024-04-11,福井,丸岡城,道の駅「パークイン丹生ヶ丘」 エリア,2
2024-04-11,福井,丸岡城 エリア,福井県立恐竜博物館,1
2024-04-11,福井,五湖の駅,道の駅「若狭おばま」 エリア,1
2024-04-11,福井,人道の港 敦賀ムゼウム,金ヶ崎 エリア,1
2024-04-11,福井,北ノ庄 エリア,敦賀赤レンガ倉庫,1
2024-04-11,福井,吉崎御坊跡,JR芦原温泉駅 エリア,1
2024-04-11,福井,敦賀市立博物館,神楽通り エリア,1
2024-04-11,福井,敦賀赤レンガ倉庫,道の駅「若狭おばま」 エリア,1
2024-04-11,福井,敦賀鉄道資料館（旧敦賀港駅舎 ）,JR敦賀駅前 エリア,1
2024-04-11,福井,氣比神宮,JR敦賀駅前 エリア,1
2024-04-11,福井,氣比神宮,レインボーライン エリア,1
2024-04-11,福井,福井県立恐竜博物館,うみんぴあ大飯 エリア,1
2024-04-11,福井,福井駅,福井駅前 エリア,1
2024-04-11,福井,福井駅前 エリア,越前大野城,1
2024-04-11,福井,若狭フィッシャーマンズワーフ,道の駅「若狭おばま」 エリア,1
2024-04-11,福井,越前そばの里 エリア,東尋坊,1
2024-04-11,福井,越前そばの里 エリア,金沢駅周辺（石川県）,1
2024-04-11,福井,越前和紙の里,かずら橋 エリア,1
2024-04-11,福井,越前大仏,えちぜん鉄道 松岡駅 エリア,1
2024-04-11,福井,越前大仏,スーベニアショップふらぷとる エリア,1
2024-04-11,福井,越前大野城,スーベニアショップふらぷとる エリア,1
2024-04-11,福井,道の駅「シーサイド高浜」,JR美浜駅 エリア,1
2024-04-11,福井,道の駅「パークイン丹生ヶ丘」 エリア,一乗谷朝倉氏遺跡,2
2024-04-11,福井,道の駅「南えちぜん山海里」,道の駅「西山公園」 エリア,1
2024-04-11,福井,道の駅「名田庄」,道の駅「シーサイド高浜」 エリア,1
2024-04-11,福井,道の駅「恐竜渓谷かつやま」,道の駅「恐竜渓谷かつやま」 エリア,1
2024-04-11,福井,道の駅「禅の里」 エリア,福井県立恐竜博物館,1
2024-04-11,福井,道の駅「若狭おばま」 エリア,御食国若狭おばま食文化館,1
2024-04-11,福井,道の駅「越前おおの荒島の郷」,JR九頭竜湖駅 エリア,1
2024-04-12,福井,JR芦原温泉駅 エリア,一乗谷朝倉氏遺跡,2
2024-04-12,福井,JR芦原温泉駅 エリア,吉崎御坊跡,1
2024-04-12,福井,あわら湯のまち エリア,敦賀駅,1
2024-04-12,福井,あわら湯のまち エリア,日本海さかな街,1
2024-04-12,福井,あわら湯のまち エリア,東尋坊,1
2024-04-12,福井,あわら湯のまち エリア,福井県立恐竜博物館,2
2024-04-12,福井,あわら湯のまち エリア,越前大野城,1
2024-04-12,福井,えちぜん鉄道 永平寺口駅 エリア,越前大野城,1
2024-04-12,福井,かずら橋,まちの市場 こってコテいけだ エリア,1
2024-04-12,福井,ふくい鮮いちば エリア,東尋坊,1
2024-04-12,福井,まちの市場 こってコテいけだ エリア,越前和紙の里,1
2024-04-12,福井,スーベニアショップふらぷとる エリア,福井駅,1
2024-04-12,福井,ツリーピクニックアドベンチャーいけだ,越前そばの里 エリア,1
2024-04-12,福井,フルーツライン エリア,越前大野城,1
2024-04-12,福井,ホテルうみんぴあ,明通寺 エリア,1
2024-04-12,福井,一乗谷朝倉氏遺跡,えちぜん鉄道 永平寺口駅 エリア,1
2024-04-12,福井,一乗谷朝倉氏遺跡,フルーツライン エリア,1
2024-04-12,福井,一乗谷朝倉氏遺跡,福井駅前 エリア,1
2024-04-12,福井,一乗谷朝倉氏遺跡,越前松島水族館 エリア,1
2024-04-12,福井,丸岡城,JR敦賀駅前 エリア,2
2024-04-12,福井,丸岡城,あわら湯のまち エリア,1
2024-04-12,福井,丸岡城,スーベニアショップふらぷとる エリア,1
2024-04-12,福井,丸岡城,越前松島水族館 エリア,1
2024-04-12,福井,丸岡城,道の駅みくに ふれあいパーク三里浜 エリア,1
2024-04-12,福井,丸岡城 エリア,福井県立恐竜博物館,1
2024-04-12,福井,丸岡城 エリア,越前大野城,1
2024-04-12,福井,人魚の浜海水浴場,小浜 エリア（宿泊施設）,1
2024-04-12,福井,北の庄城址・柴田公園,JR芦原温泉駅 エリア,1
2024-04-12,福井,北の庄城址・柴田公園,ふくい鮮いちば エリア,1
2024-04-12,福井,北ノ庄 エリア,越前和紙の里,1
2024-04-12,福井,大本山永平寺,福井駅前 エリア,2
2024-04-12,福井,小浜 エリア（宿泊施設）,御食国若狭おばま食文化館,1
2024-04-12,福井,小浜市水産食品センター（若狭小浜お魚センター）,御食国若狭おばま食文化館 エリア,1
2024-04-12,福井,敦賀赤レンガ倉庫,メガネストリート エリア,1
2024-04-12,福井,明通寺 エリア,熊川宿,1
2024-04-12,福井,東尋坊,あわら湯のまち エリア,2
2024-04-12,福井,東尋坊,武生駅 エリア,1
2024-04-12,福井,武生駅 エリア,「ちひろの生まれた家」記念館,1
2024-04-12,福井,氣比神宮,JR敦賀駅前 エリア,1
2024-04-12,福井,氣比神宮,越前大野城・城下町 エリア,1
2024-04-12,福井,福井県立恐竜博物館,あわら湯のまち エリア,1
2024-04-12,福井,福井駅,劔神社 エリア,1
2024-04-12,福井,福井駅前 エリア,北の庄城址・柴田公園,1
2024-04-12,福井,福井駅前 エリア,東尋坊,1
2024-04-12,福井,福井駅前 エリア,福井県立恐竜博物館,1
2024-04-12,福井,福井駅前 エリア,足羽川桜並木,1
2024-04-12,福井,福井駅前 エリア（宿泊施設）,丸岡城,1
2024-04-12,福井,花の駅 ゆりの里公園 エリア,一乗谷朝倉氏遺跡,1
2024-04-12,福井,西山動物園,道の駅「西山公園」 エリア,1
2024-04-12,福井,越前そばの里 エリア,道の駅「越前」,1
2024-04-12,福井,越前大仏,あわら湯のまち エリア,2
2024-04-12,福井,越前大仏,花の駅 ゆりの里公園 エリア,1
2024-04-12,福井,越前大野城,JR芦原温泉駅 エリア,1
2024-04-12,福井,越前大野城,スーベニアショップふらぷとる エリア,1
2024-04-12,福井,越前大野城・城下町 エリア,大本山永平寺,1
2024-04-12,福井,越前大野城・城下町 エリア,福井県立恐竜博物館,1
2024-04-12,福井,足羽川桜並木,福井駅前 エリア（宿泊施設）,1
2024-04-12,福井,道の駅「南えちぜん山海里」,道の駅「南えちぜん山海里」 エリア,1
2024-04-12,福井,道の駅「南えちぜん山海里」 エリア,越前がにミュージアム,1
2024-04-12,福井,道の駅「西山公園」,道の駅「越前」 エリア,1
2024-04-12,福井,道の駅「越前」 エリア,敦賀赤レンガ倉庫,1
2024-04-12,福井,道の駅「越前おおの荒島の郷」 エリア,道の駅「九頭竜・和泉ふれあい会館」,1
2024-04-12,福井,道の駅みくに ふれあいパーク三里浜 エリア,越前大野城,1
2024-04-13,石川,変なホテル　小松駅前,兼六園,1
2024-04-13,福井,あわら湯のまち エリア,丸岡城,3
2024-04-13,福井,あわら湯のまち エリア,大本山永平寺,1
2024-04-13,福井,あわら湯のまち エリア,東尋坊,1
2024-04-13,福井,あわら湯のまち エリア,福井県立恐竜博物館,1
2024-04-13,福井,えちぜん鉄道 松岡駅 エリア,白山平泉寺歴史探遊館 まほろば,1
2024-04-13,福井,かずら橋 エリア,越前和紙の里,1
2024-04-13,福井,かずら橋 エリア,越前大野城,1
2024-04-13,福井,レインボーライン,JR美浜駅 エリア,1
2024-04-13,福井,レインボーライン エリア,福井県海浜自然センター,1
