日付,TIF,移動元,移動先,回答数
2023-06-04,福井,越前そばの里 エリア,道の駅「南えちぜん山海里」,1
2023-06-04,福井,越前そばの里 エリア,道の駅「西山公園」,1
2023-06-04,福井,越前和紙の里,越前そばの里 エリア,1
2023-06-04,福井,越前大野城,六呂師高原 エリア,1
2023-06-04,福井,越前大野城,越前そばの里 エリア,1
2023-06-04,福井,越前大野城,越前大野城・城下町 エリア,2
2023-06-04,福井,越前大野城・城下町 エリア,三方五湖,1
2023-06-04,福井,越前岬,道の駅「越前」 エリア,1
2023-06-04,福井,越前海岸 越前岬 エリア,道の駅「越前」,1
2023-06-04,福井,道の駅,越前そばの里 エリア,1
2023-06-04,福井,道の駅「シーサイド高浜」,JR美浜駅 エリア,1
2023-06-04,福井,道の駅「パークイン丹生ヶ丘」,劔神社 エリア,1
2023-06-04,福井,道の駅「三方五湖」  エリア,敦賀駅,1
2023-06-04,福井,道の駅「南えちぜん山海里」,越前そばの里 エリア,1
2023-06-04,福井,道の駅「南えちぜん山海里」 エリア,敦賀赤レンガ倉庫,1
2023-06-04,福井,道の駅「恐竜渓谷かつやま」 エリア,一乗谷朝倉氏遺跡,1
2023-06-04,福井,道の駅「恐竜渓谷かつやま」 エリア,道の駅「禅の里」,1
2023-06-04,福井,道の駅「若狭おばま」,道の駅「若狭おばま」 エリア,1
2023-06-04,福井,道の駅「西山公園」,道の駅「越前」 エリア,1
2023-06-04,福井,道の駅「越前」,越前そばの里 エリア,1
2023-06-04,福井,道の駅「越前」,道の駅「西山公園」 エリア,1
2023-06-04,福井,道の駅「越前」,道の駅みくに ふれあいパーク三里浜 エリア,1
2023-06-04,福井,道の駅「越前」 エリア,氣比神宮,2
2023-06-04,福井,道の駅「越前」 エリア,道の駅「越前」,1
2023-06-04,福井,道の駅「越前おおの荒島の郷」,はたや記念館 ゆめおーれ勝山 エリア,1
2023-06-04,福井,道の駅みくに ふれあいパーク三里浜 エリア,道の駅「さかい」（坂井地域交流センター「いねす」）,2
2023-06-04,福井,金ヶ崎 エリア,日本海さかな街,1
2023-06-05,福井,JR敦賀駅前 エリア,福井県立恐竜博物館,1
2023-06-05,福井,あわら温泉「芦湯」,大本山 永平寺 エリア,1
2023-06-05,福井,あわら温泉街,大本山 永平寺 エリア,1
2023-06-05,福井,あわら湯のまち エリア,ふれあいパーク三里浜(道の駅「みくに」),1
2023-06-05,福井,あわら湯のまち エリア,東尋坊,1
2023-06-05,福井,レインボーライン,レインボーライン エリア,1
2023-06-05,福井,レインボーライン,道の駅「若狭おばま」 エリア,1
2023-06-05,福井,レインボーライン エリア,敦賀赤レンガ倉庫,1
2023-06-05,福井,レインボーライン エリア,若狭海遊バザール千鳥苑 若狭美浜 海の駅,1
2023-06-05,福井,一乗谷朝倉氏遺跡,丸岡城 エリア,1
2023-06-05,福井,三方五湖,明通寺 エリア,1
2023-06-05,福井,丸岡城,金ヶ崎 エリア,2
2023-06-05,福井,丸岡城 エリア,敦賀赤レンガ倉庫,1
2023-06-05,福井,九頭竜湖,JR九頭竜湖駅 エリア,1
2023-06-05,福井,九頭竜湖,大本山 永平寺 エリア,1
2023-06-05,福井,人魚の浜海水浴場,御食国若狭おばま食文化館 エリア,1
2023-06-05,福井,北の庄城址・柴田公園,大本山 永平寺 エリア,1
2023-06-05,福井,北潟湖 エリア,東尋坊,1
2023-06-05,福井,名田庄 エリア,きのこの森,1
2023-06-05,福井,大本山 永平寺 エリア,三国サンセットビーチ,1
2023-06-05,福井,大本山 永平寺 エリア,東尋坊,1
2023-06-05,福井,大本山 永平寺 エリア,金沢駅周辺（石川県）,1
2023-06-05,福井,山中温泉（石川県）,あわら湯のまち エリア,1
2023-06-05,福井,山中温泉（石川県）,大本山 永平寺 エリア,1
2023-06-05,福井,平泉寺白山神社,大本山 永平寺 エリア,1
2023-06-05,福井,御食国若狭おばま食文化館 エリア,小浜市水産食品センター（若狭小浜お魚センター）,1
2023-06-05,福井,敦賀赤レンガ倉庫,JR敦賀駅前 エリア,1
2023-06-05,福井,敦賀赤レンガ倉庫,JR美浜駅 エリア,1
2023-06-05,福井,明通寺,あわら湯のまち エリア,1
2023-06-05,福井,明通寺,レインボーライン エリア,1
2023-06-05,福井,明通寺 エリア,熊川宿,1
2023-06-05,福井,東尋坊,大本山 永平寺 エリア,1
2023-06-05,福井,氣比神宮,丸岡城 エリア,1
2023-06-05,福井,湖上館パムコ（水月湖）エリア,一乗谷朝倉氏遺跡,1
2023-06-05,福井,越前がにミュージアム,越前海岸 高佐米ノ旅館街 エリア,1
2023-06-05,福井,越前大野城,レインボーライン エリア,1
2023-06-05,福井,越前大野城,越前大野城・城下町 エリア,1
2023-06-05,福井,越前海岸,丸岡城 エリア,2
2023-06-05,福井,道の駅「南えちぜん山海里」 エリア,道の駅「河野」,1
2023-06-05,福井,道の駅「河野」,道の駅「恐竜渓谷かつやま」 エリア,1
2023-06-05,福井,道の駅「若狭おばま」 エリア,若狭瓜割名水公園 瓜割の滝,1
2023-06-05,福井,金ヶ崎 エリア,敦賀鉄道資料館（旧敦賀港駅舎 ）,1
2023-06-06,福井,JR美浜駅 エリア,道の駅「三方五湖」,1
2023-06-06,福井,うみんぴあ大飯 エリア,道の駅「シーサイド高浜」,1
2023-06-06,福井,ふくい鮮いちば エリア,丸岡城,1
2023-06-06,福井,めがねミュージアム,越前そばの里 エリア,1
2023-06-06,福井,レインボーライン,若狭フィッシャーマンズワーフ エリア,1
2023-06-06,福井,一乗谷朝倉氏遺跡,ふくい鮮いちば エリア,1
2023-06-06,福井,一乗谷朝倉氏遺跡,大本山 永平寺 エリア,1
2023-06-06,福井,一乗谷朝倉氏遺跡,越前大野城・城下町 エリア,1
2023-06-06,福井,三方五湖,明通寺 エリア,1
2023-06-06,福井,丸岡城,北ノ庄 エリア,1
2023-06-06,福井,丸岡城,大本山 永平寺 エリア,2
2023-06-06,福井,丸岡城,越前大野城・城下町 エリア,1
2023-06-06,福井,北の庄城址・柴田公園,JR芦原温泉駅 エリア,1
2023-06-06,福井,北ノ庄 エリア,北の庄城址・柴田公園,1
2023-06-06,福井,北陸新幹線 越前たけふ駅 エリア,一乗谷朝倉氏遺跡,1
2023-06-06,福井,吉崎御坊跡,フルーツライン エリア,1
2023-06-06,福井,名田庄 エリア,エルガイアおおい,1
2023-06-06,福井,大本山 永平寺 エリア,丸岡城,2
2023-06-06,福井,大本山永平寺,メガネストリート エリア,2
2023-06-06,福井,大本山永平寺,福井駅前 エリア（宿泊施設）,1
2023-06-06,福井,大本山永平寺,道の駅「南えちぜん山海里」 エリア,1
2023-06-06,福井,大本山永平寺,道の駅「越前おおの荒島の郷」 エリア,1
2023-06-06,福井,小浜市水産食品センター（若狭小浜お魚センター）,湖上館パムコ（水月湖）エリア,1
2023-06-06,福井,岡太神社・大瀧神社,道の駅「越前おおの荒島の郷」 エリア,1
2023-06-06,福井,御食国若狭おばま食文化館,うみんぴあ大飯 エリア,1
2023-06-06,福井,明通寺 エリア,レインボーライン,1
2023-06-06,福井,明通寺 エリア,若狭フィッシャーマンズワーフ,1
2023-06-06,福井,明通寺 エリア,道の駅「若狭おばま」,1
2023-06-06,福井,東尋坊,大本山 永平寺 エリア,1
2023-06-06,福井,氣比神宮,北陸新幹線 越前たけふ駅 エリア,1
2023-06-06,福井,氣比神宮,敦賀市立博物館 エリア,1
2023-06-06,福井,氣比神宮,明通寺 エリア,2
2023-06-06,福井,氣比神宮,金ヶ崎 エリア,1
2023-06-06,福井,熊川宿 エリア,道の駅「若狭おばま」,1
2023-06-06,福井,福井駅前 エリア（宿泊施設）,丸岡城,1
2023-06-06,福井,福井駅前 エリア（宿泊施設）,福井県立恐竜博物館,1
2023-06-06,福井,若狭フィッシャーマンズワーフ エリア,道の駅「三方五湖」,1
2023-06-06,福井,若狭フィッシャーマンズワーフ エリア,道の駅「若狭おばま」,1
2023-06-06,福井,越前大野城,あわら湯のまち エリア,1
2023-06-06,福井,越前大野城,大本山 永平寺 エリア,1
2023-06-06,福井,越前大野城・城下町 エリア,一乗谷朝倉氏遺跡,1
2023-06-06,福井,越前大野城・城下町 エリア,大本山永平寺,1
2023-06-06,福井,越前海岸 北部 エリア,一乗谷朝倉氏遺跡,1
2023-06-06,福井,道の駅「うみんぴあ大飯」,道の駅「シーサイド高浜」 エリア,1
2023-06-06,福井,道の駅「シーサイド高浜」,名田庄 エリア,1
2023-06-06,福井,道の駅「シーサイド高浜」 エリア,道の駅「名田庄」,1
2023-06-06,福井,道の駅「パークイン丹生ヶ丘」 エリア,越前陶芸村,1
2023-06-06,福井,道の駅「三方五湖」,熊川宿 エリア,1
2023-06-06,福井,道の駅「三方五湖」  エリア,道の駅「若狭熊川宿」,1
2023-06-06,福井,道の駅「若狭おばま」,うみんぴあ大飯 エリア,1
2023-06-06,福井,道の駅「若狭おばま」 エリア,道の駅「うみんぴあ大飯」,1
2023-06-06,福井,道の駅「若狭熊川宿」,道の駅「若狭おばま」 エリア,1
2023-06-06,福井,金ヶ崎 エリア,気比の松原,1
2023-06-06,福井,養浩館庭園,福井駅前 エリア,1
2023-06-07,福井,あわら温泉街,花の駅 ゆりの里公園 エリア,1
2023-06-07,福井,あわら湯のまち エリア,ゆりの里公園ユリーム春江,1
2023-06-07,福井,うみんぴあ大飯 エリア,道の駅「シーサイド高浜」,1
2023-06-07,福井,レインボーライン エリア,日本海さかな街,1
2023-06-07,福井,レインボーライン エリア,越前大野城,1
2023-06-07,福井,一乗谷朝倉氏遺跡,レインボーライン エリア,1
2023-06-07,福井,一乗谷朝倉氏遺跡,一乗谷朝倉氏遺跡 エリア,3
2023-06-07,福井,一乗谷朝倉氏遺跡,丸岡城 エリア,1
2023-06-07,福井,一乗谷朝倉氏遺跡,明通寺 エリア,1
2023-06-07,福井,一乗谷朝倉氏遺跡,金ヶ崎 エリア,1
2023-06-07,福井,一乗谷朝倉氏遺跡 エリア,北の庄城址・柴田公園,2
2023-06-07,福井,丸岡城,若州一滴文庫 エリア,1
2023-06-07,福井,北の庄城址・柴田公園,北ノ庄 エリア,1
2023-06-07,福井,北の庄城址・柴田公園,福井駅前 エリア（宿泊施設）,1
2023-06-07,福井,北ノ庄 エリア,一乗谷朝倉氏遺跡,1
2023-06-07,福井,北潟湖 エリア,あわら温泉街,1
2023-06-07,福井,北陸新幹線 越前たけふ駅 エリア,西山動物園,1
2023-06-07,福井,大本山 永平寺 エリア,東尋坊,1
2023-06-07,福井,岡太神社・大瀧神社,越前そばの里 エリア,1
2023-06-07,福井,敦賀赤レンガ倉庫,金ヶ崎 エリア,1
2023-06-07,福井,敦賀駅,金ヶ崎 エリア,1
2023-06-07,福井,明通寺 エリア,御食国若狭おばま食文化館,1
2023-06-07,福井,気比神宮,レインボーライン エリア,1
2023-06-07,福井,福井県年縞博物館,道の駅「三方五湖」  エリア,1
2023-06-07,福井,若狭瓜割名水公園 瓜割の滝,レインボーライン エリア,1
2023-06-07,福井,若狭瓜割名水公園 瓜割の滝,明通寺 エリア,1
2023-06-07,福井,越前そばの里 エリア,一乗谷朝倉氏遺跡,1
2023-06-07,福井,越前海岸,北陸新幹線 越前たけふ駅 エリア,1
2023-06-07,福井,道の駅「うみんぴあ大飯」,道の駅「シーサイド高浜」 エリア,1
2023-06-07,福井,道の駅「西山公園」,越前そばの里 エリア,1
2023-06-08,福井,JR敦賀駅前 エリア,金沢駅周辺（石川県）,1
2023-06-08,福井,うみんぴあ大飯 エリア,若狭たかはま エルどらんど,1
2023-06-08,福井,フルーツライン エリア,丸岡城,2
2023-06-08,福井,メガネストリート エリア,大本山永平寺,1
2023-06-08,福井,一乗谷朝倉氏遺跡,あわら湯のまち エリア,1
2023-06-08,福井,一乗谷朝倉氏遺跡,うるしの里 エリア,1
2023-06-08,福井,一乗谷朝倉氏遺跡,メガネストリート エリア,1
2023-06-08,福井,一乗谷朝倉氏遺跡,一乗谷朝倉氏遺跡 エリア,1
2023-06-08,福井,一乗谷朝倉氏遺跡,東尋坊 エリア,1
2023-06-08,福井,一乗谷朝倉氏遺跡,越前そばの里 エリア,2
2023-06-08,福井,一乗谷朝倉氏遺跡 エリア,丸岡城,1
2023-06-08,福井,一乗谷朝倉氏遺跡 エリア,東尋坊,1
2023-06-08,福井,一乗谷朝倉氏遺跡 エリア,越前和紙の里,1
2023-06-08,福井,三丁町,明通寺 エリア,1
2023-06-08,福井,三方五湖,大本山 永平寺 エリア,2
2023-06-08,福井,丸岡城,一乗谷朝倉氏遺跡 エリア,1
2023-06-08,福井,丸岡城,東尋坊 エリア,1
2023-06-08,福井,丸岡城,越前そばの里 エリア,1
2023-06-08,福井,丸岡城 エリア,道の駅「さかい」（坂井地域交流センター「いねす」）,1
2023-06-08,福井,北潟湖 エリア,丸岡城,1
2023-06-08,福井,北潟湖 エリア,吉崎御坊跡,1
2023-06-08,福井,吉崎御坊跡,北潟湖 エリア,1
2023-06-08,福井,大本山 永平寺 エリア,氣比神宮,1
2023-06-08,福井,大本山 永平寺 エリア,金沢駅周辺（石川県）,1
2023-06-08,福井,敦賀赤レンガ倉庫,一乗谷朝倉氏遺跡 エリア,1
2023-06-08,福井,明通寺 エリア,道の駅「若狭おばま」,1
2023-06-08,福井,東尋坊,道の駅「南えちぜん山海里」 エリア,1
2023-06-08,福井,氣比神宮,越前そばの里 エリア,1
2023-06-08,福井,福井県こども家族館,うみんぴあ大飯 エリア,1
2023-06-08,福井,福井駅,JR敦賀駅前 エリア,1
2023-06-08,福井,越前そばの里 エリア,丸岡城,1
2023-06-08,福井,越前そばの里 エリア,北の庄城址・柴田公園,1
2023-06-08,福井,越前大野城,丸岡城 エリア,1
2023-06-08,福井,越前大野城,道の駅「越前おおの荒島の郷」 エリア,1
2023-06-08,福井,道の駅「九頭竜・和泉ふれあい会館」,道の駅「越前おおの荒島の郷」 エリア,1
2023-06-08,福井,道の駅「名田庄」,うみんぴあ大飯 エリア,1
2023-06-08,福井,道の駅「越前」,越前そばの里 エリア,1
2023-06-08,福井,道の駅「越前おおの荒島の郷」 エリア,大本山永平寺,1
2023-06-08,福井,道の駅「越前おおの荒島の郷」 エリア,平泉寺白山神社,1
2023-06-08,福井,金津創作の森,フルーツライン エリア,1
2023-06-09,福井,JR敦賀駅前 エリア,氣比神宮,1
2023-06-09,福井,あわら温泉「芦湯」,あわら湯のまち エリア,1
2023-06-09,福井,あわら湯のまち エリア,大本山永平寺,2
2023-06-09,福井,えちぜん鉄道 永平寺口駅 エリア,越前大野城,1
2023-06-09,福井,めがねミュージアム,うるしの里 エリア,1
2023-06-09,福井,一乗谷朝倉氏遺跡,えちぜん鉄道 永平寺口駅 エリア,1
2023-06-09,福井,三國湊レトロ,三国湊 エリア,1
2023-06-09,福井,五湖の駅,レインボーライン エリア,1
2023-06-09,福井,六呂師高原,六呂師高原 エリア,1
2023-06-09,福井,国分寺 (小浜市),明通寺 エリア,2
2023-06-09,福井,大本山 永平寺 エリア,うるしの里,1
2023-06-09,福井,大本山永平寺,えちぜん鉄道 松岡駅 エリア,1
2023-06-09,福井,大本山永平寺,大本山 永平寺 エリア,1
2023-06-09,福井,大本山永平寺,道の駅「南えちぜん山海里」 エリア,1
2023-06-09,福井,敦賀赤レンガ倉庫,JR美浜駅 エリア,1
2023-06-09,福井,敦賀赤レンガ倉庫,熊川宿 エリア,1
2023-06-09,福井,明通寺 エリア,神宮寺,2
2023-06-09,福井,明通寺 エリア,若狭フィッシャーマンズワーフ,1
2023-06-09,福井,東尋坊,あわら湯のまち エリア,1
2023-06-09,福井,東尋坊 エリア,越前大仏,1
2023-06-09,福井,氣比神宮,若狭フィッシャーマンズワーフ エリア,1
2023-06-09,福井,氣比神宮,道の駅「越前」 エリア,1
2023-06-09,福井,熊川宿,明通寺 エリア,1
2023-06-09,福井,熊川宿,熊川宿 エリア,1
2023-06-09,福井,熊川宿 エリア,三方五湖,1
2023-06-09,福井,神宮寺,小浜市 阿納 エリア,1
2023-06-09,福井,若狭フィッシャーマンズワーフ エリア,氣比神宮,1
2023-06-09,福井,若狭三方縄文博物館,JR美浜駅 エリア,1
2023-06-09,福井,越前大野城,福井駅前 エリア,1
2023-06-09,福井,越前海岸 くりや旅館街 エリア,一乗谷朝倉氏遺跡,1
2023-06-10,福井,JR九頭竜湖駅 エリア,越前大仏,1
2023-06-10,福井,JR敦賀駅前 エリア,越前大野城,1
2023-06-10,福井,JR美浜駅 エリア,越前がにミュージアム,1
2023-06-10,福井,あわら湯のまち エリア,三国サンセットビーチ,1
2023-06-10,福井,あわら湯のまち エリア,氣比神宮,1
2023-06-10,福井,あわら湯のまち エリア,福井駅,1
2023-06-10,福井,レインボーライン,JR美浜駅 エリア,1
2023-06-10,福井,レインボーライン,湖上館パムコ（水月湖）エリア,2
2023-06-10,福井,レインボーライン,熊川宿 エリア,1
2023-06-10,福井,レインボーライン,道の駅「三方五湖」  エリア,1
2023-06-10,福井,レインボーライン エリア,東尋坊,1
2023-06-10,福井,レインボーライン エリア,熊川宿,1
2023-06-10,福井,一乗谷朝倉氏遺跡,レインボーライン エリア,1
2023-06-10,福井,一乗谷朝倉氏遺跡,一乗谷朝倉氏遺跡 エリア,1
2023-06-10,福井,一乗谷朝倉氏遺跡,三国湊 エリア,1
2023-06-10,福井,一乗谷朝倉氏遺跡,名勝 養浩館庭園 エリア,1
2023-06-10,福井,一乗谷朝倉氏遺跡,大本山 永平寺 エリア,1
2023-06-10,福井,一乗谷朝倉氏遺跡,越前そばの里 エリア,1
2023-06-10,福井,一乗谷朝倉氏遺跡,越前大野城・城下町 エリア,1
2023-06-10,福井,一乗谷朝倉氏遺跡 エリア,丸岡城,1
2023-06-10,福井,一乗谷朝倉氏遺跡 エリア,大本山永平寺,1
2023-06-10,福井,一乗谷朝倉氏遺跡 エリア,越前大野城,1
2023-06-10,福井,三国湊 エリア,丸岡城,1
2023-06-10,福井,三国湊 エリア,氣比神宮,1
2023-06-10,福井,三國湊レトロ,あわら湯のまち エリア,1
2023-06-10,福井,三國湊レトロ,三国湊 エリア,1
2023-06-10,福井,三方五湖,あわら湯のまち エリア,1
2023-06-10,福井,丸岡城,福井駅前 エリア（宿泊施設）,1
2023-06-10,福井,丸岡城,道の駅みくに ふれあいパーク三里浜 エリア,1
2023-06-10,福井,劔神社,越前陶芸村 エリア,2
2023-06-10,福井,北の庄城址・柴田公園,JR敦賀駅前 エリア,1
2023-06-10,福井,北の庄城址・柴田公園,北ノ庄 エリア,1
2023-06-10,福井,北の庄城址・柴田公園,福井駅前 エリア,1
2023-06-10,福井,北ノ庄 エリア,北の庄城址・柴田公園,1
2023-06-10,福井,北陸新幹線 越前たけふ駅 エリア,丸岡城,1
2023-06-10,福井,北陸新幹線 越前たけふ駅 エリア,越前大野城,1
2023-06-10,福井,北陸新幹線 越前たけふ駅 エリア,養浩館庭園,1
2023-06-10,福井,吉崎御坊跡,フルーツライン エリア,1
2023-06-10,福井,吉崎御坊跡,北潟湖 エリア,1
2023-06-10,福井,多田寺,道の駅「若狭おばま」 エリア,1
2023-06-10,福井,大本山 永平寺 エリア,丸岡城,3
2023-06-10,福井,大本山 永平寺 エリア,越前そばの里,1
2023-06-10,福井,大本山 永平寺 エリア,金沢駅周辺（石川県）,1
2023-06-10,福井,大本山永平寺,あわら湯のまち エリア,3
2023-06-10,福井,大本山永平寺,一乗谷朝倉氏遺跡 エリア,2
2023-06-10,福井,大本山永平寺,丸岡城 エリア,1
2023-06-10,福井,大本山永平寺,大本山 永平寺 エリア,1
2023-06-10,福井,帰宅,日本海さかな街 エリア,1
2023-06-10,福井,平泉寺白山神社,平泉寺白山神社 エリア,1
2023-06-10,福井,敦賀赤レンガ倉庫,うみんぴあ大飯 エリア,1
2023-06-10,福井,敦賀赤レンガ倉庫,北陸新幹線 越前たけふ駅 エリア,1
2023-06-10,福井,明通寺 エリア,三方五湖,1
2023-06-10,福井,東尋坊,大本山 永平寺 エリア,1
2023-06-10,福井,気比の松原,日本海さかな街 エリア,1
2023-06-10,福井,氣比神宮,敦賀市立博物館 エリア,3
2023-06-10,福井,氣比神宮,福井駅前 エリア,1
2023-06-10,福井,氣比神宮,越前そばの里 エリア,1
2023-06-10,福井,湖上館パムコ（水月湖）エリア,敦賀赤レンガ倉庫,1
2023-06-10,福井,湖上館パムコ（水月湖）エリア,東尋坊,1
2023-06-10,福井,福井県立恐竜博物館,レインボーライン エリア,1
2023-06-10,福井,福井駅,大本山 永平寺 エリア,1
2023-06-10,福井,福井駅前 エリア,あわら温泉街,1
2023-06-10,福井,福井駅前 エリア,岡太神社・大瀧神社,1
2023-06-10,福井,福井駅前 エリア（宿泊施設）,一乗谷朝倉氏遺跡,1
2023-06-10,福井,若狭和田ビーチ,レインボーライン エリア,1
2023-06-10,福井,若狭歴史博物館,道の駅「若狭おばま」 エリア,1
2023-06-10,福井,若狭瓜割名水公園 瓜割の滝,JR美浜駅 エリア,1
2023-06-10,福井,越前そばの里 エリア,越前和紙の里,1
2023-06-10,福井,越前大仏,一乗谷朝倉氏遺跡 エリア,1
2023-06-10,福井,越前大野城,JR九頭竜湖駅 エリア,1
2023-06-10,福井,越前大野城,だるまちゃん広場 エリア,1
2023-06-10,福井,越前大野城,福井駅前 エリア,1
2023-06-10,福井,越前大野城,越前大仏 エリア,1
2023-06-10,福井,越前大野城・城下町 エリア,越前大仏,1
2023-06-10,福井,越前大野城・城下町 エリア,越前大野城,1
2023-06-10,福井,越前打刃物会館,越前そばの里 エリア,1
2023-06-10,福井,越前海岸 くりや旅館街 エリア,越前そばの里,2
2023-06-10,福井,越前陶芸村 エリア,越前がにミュージアム,1
2023-06-10,福井,越前陶芸村 エリア,道の駅「パークイン丹生ヶ丘」,1
2023-06-10,福井,道の駅「パークイン丹生ヶ丘」,道の駅「パークイン丹生ヶ丘」 エリア,1
2023-06-10,福井,道の駅「三方五湖」  エリア,道の駅「若狭おばま」,2
2023-06-10,福井,道の駅「九頭竜・和泉ふれあい会館」,JR九頭竜湖駅 エリア,2
2023-06-10,福井,道の駅「河野」,越前そばの里 エリア,1
2023-06-10,福井,道の駅「若狭おばま」 エリア,羽賀寺,2
2023-06-10,福井,道の駅「越前」,道の駅「越前」 エリア,1
2023-06-10,福井,道の駅「越前おおの荒島の郷」,越前大野城・城下町 エリア,1
2023-06-10,福井,道の駅みくに ふれあいパーク三里浜 エリア,東尋坊,1
2023-06-10,福井,鷹巣海水浴場,越前海岸 くりや旅館街 エリア,2
2023-06-11,福井,JR九頭竜湖駅 エリア,越前大仏,1
2023-06-11,福井,JR敦賀駅前 エリア,日本海さかな街,1
2023-06-11,福井,JR美浜駅 エリア,越前大野城,1
2023-06-11,福井,あわら温泉街,東尋坊 エリア,1
2023-06-11,福井,あわら温泉街,越前そばの里 エリア,1
2023-06-11,福井,あわら湯のまち エリア,あわら温泉街,1
2023-06-11,福井,あわら湯のまち エリア,大本山永平寺,2
2023-06-11,福井,あわら湯のまち エリア,福井県立恐竜博物館,1
2023-06-11,福井,うみんぴあ大飯 エリア,エルガイアおおい,1
2023-06-11,福井,うみんぴあ大飯 エリア,道の駅「うみんぴあ大飯」,1
2023-06-11,福井,エルガイアおおい,赤礁崎オートキャンプ場 エリア,1
2023-06-11,福井,ツリーピクニックアドベンチャーいけだ,かずら橋 エリア,1
2023-06-11,福井,レインボーライン,JR敦賀駅前 エリア,1
2023-06-11,福井,レインボーライン エリア,福井県年縞博物館,1
2023-06-11,福井,一乗谷朝倉氏遺跡,JR敦賀駅前 エリア,1
2023-06-11,福井,一乗谷朝倉氏遺跡,JR美浜駅 エリア,1
2023-06-11,福井,一乗谷朝倉氏遺跡,一乗谷朝倉氏遺跡 エリア,1
2023-06-11,福井,一乗谷朝倉氏遺跡,北潟湖 エリア,1
2023-06-11,福井,一乗谷朝倉氏遺跡,大本山 永平寺 エリア,1
2023-06-11,福井,一乗谷朝倉氏遺跡,越前そばの里 エリア,3
2023-06-11,福井,一乗谷朝倉氏遺跡,越前大仏 エリア,1
2023-06-11,福井,三国湊 エリア,一乗谷朝倉氏遺跡,1
2023-06-11,福井,丸岡城,レインボーライン エリア,1
2023-06-11,福井,丸岡城,越前そばの里 エリア,1
2023-06-11,福井,北潟湖 エリア,吉崎御坊跡,1
2023-06-11,福井,北陸新幹線 越前たけふ駅 エリア,一乗谷朝倉氏遺跡,1
2023-06-11,福井,北陸新幹線 越前たけふ駅 エリア,西山動物園,2
2023-06-11,福井,名田庄 エリア,道の駅「シーサイド高浜」,1
2023-06-11,福井,大本山 永平寺 エリア,一乗谷朝倉氏遺跡,2
2023-06-11,福井,大本山 永平寺 エリア,東尋坊,1
2023-06-11,福井,大本山 永平寺 エリア,越前海岸,1
2023-06-11,福井,大本山永平寺,あわら湯のまち エリア,1
2023-06-11,福井,大本山永平寺,越前そばの里 エリア,1
2023-06-11,福井,大本山永平寺,道の駅「越前」 エリア,1
2023-06-11,福井,天橋立（京都府）,うみんぴあ大飯 エリア,1
2023-06-11,福井,岡太神社・大瀧神社,北陸新幹線 越前たけふ駅 エリア,1
2023-06-11,福井,岡太神社・大瀧神社,越前そばの里 エリア,2
2023-06-11,福井,帰宅,北陸新幹線 越前たけふ駅 エリア,1
2023-06-11,福井,平泉寺白山神社 エリア,氣比神宮,1
2023-06-11,福井,敦賀駅,JR敦賀駅前 エリア,1
2023-06-11,福井,日本海さかな街,水晶浜 エリア,1
2023-06-11,福井,日本海さかな街,道の駅「越前」 エリア,1
2023-06-11,福井,日本海さかな街 エリア,氣比神宮,1
2023-06-11,福井,明通寺,明通寺 エリア,1
2023-06-11,福井,明通寺 エリア,三方五湖,1
2023-06-11,福井,東尋坊,あわら湯のまち エリア,3
2023-06-11,福井,東尋坊,三国湊 エリア,2
2023-06-11,福井,東尋坊 エリア,三國湊レトロ,1
2023-06-11,福井,氣比神宮,JR敦賀駅前 エリア,1
2023-06-11,福井,氣比神宮,金ヶ崎 エリア,1
2023-06-11,福井,若狭三方縄文博物館,道の駅「三方五湖」  エリア,1
2023-06-11,福井,越前そばの里 エリア,一乗谷朝倉氏遺跡,1
2023-06-11,福井,越前そばの里 エリア,三方五湖,1
2023-06-11,福井,越前そばの里 エリア,岡太神社・大瀧神社,1
2023-06-11,福井,越前そばの里 エリア,敦賀赤レンガ倉庫,1
2023-06-11,福井,越前そばの里 エリア,東尋坊,1
2023-06-11,福井,越前そばの里 エリア,氣比神宮,1
2023-06-11,福井,越前和紙の里,越前そばの里 エリア,1
2023-06-11,福井,越前大仏,越前そばの里 エリア,1
2023-06-11,福井,越前大仏,道の駅「禅の里」 エリア,1
2023-06-11,福井,越前大野城,越前大野城・城下町 エリア,1
2023-06-11,福井,越前大野城,金ヶ崎 エリア,1
2023-06-11,福井,越前大野城・城下町 エリア,越前大仏,1
2023-06-11,福井,越前松島水族館,あわら湯のまち エリア,1
2023-06-11,福井,道の駅「一乗谷あさくら水の駅」,越前大野城・城下町 エリア,1
2023-06-11,福井,道の駅「三方五湖」,JR美浜駅 エリア,1
2023-06-11,福井,道の駅「三方五湖」  エリア,日本海さかな街,1
2023-06-11,福井,道の駅「南えちぜん山海里」,越前そばの里 エリア,1
2023-06-11,福井,道の駅「越前」 エリア,氣比神宮,1
2023-06-11,福井,道の駅「越前」 エリア,越前大仏,1
2023-06-11,福井,道の駅「越前おおの荒島の郷」 エリア,福井県立恐竜博物館,1
2023-06-11,福井,金ヶ崎 エリア,氣比神宮,2
2023-06-12,福井,JR敦賀駅前 エリア,三方五湖,1
2023-06-12,福井,あわら湯のまち エリア,丸岡城,1
2023-06-12,福井,あわら湯のまち エリア,東尋坊,2
2023-06-12,福井,うるしの里,丸岡城 エリア,1
2023-06-12,福井,うるしの里 エリア,一乗谷朝倉氏遺跡,1
